aar,yrke_grovgruppe,yrke_fingruppe,yrkeskode,yrke,yrkesbetegnelse,isco_versjon,antall_arbeidssokere
2002,Industriarbeid,"Støpere, sveisere, platearbeidere  ",7217,Bilskadereparatører,"Bilskadereparatør, Karosserimaker, Lærling (bilskadereperatør), Lærling (karosserimaker)",ISCO-88,101
2002,Industriarbeid,Andre håndverkere,7221,Smeder,"Hovslager, Lærling (smed), Smed",ISCO-88,13
2002,Industriarbeid,Andre håndverkere,7222,"Børsemakere, låsesmeder o.l.","Børsemaker, Låsesmed, Lærling (låsesmed)",ISCO-88,14
2002,Industriarbeid,Mekanikere,7231,Bilmekanikere,"Bilmekaniker (lette kjøretøy), Bilmekaniker (tunge kjøretøy), Eksosmontør, Hjulutrustningsreparatør, Lærling (bilmekaniker lette kjøretøy), Lærling (bilmekaniker tunge kjøretøy), Lærling (hjulutruster), Lærling (motorsykkelreperatør), Lærling (sykkelreperatør), Motorsykkelreparatør, Sykkelreparatør, Verkstedleder",ISCO-88,541
2002,Industriarbeid,Mekanikere,7232,Mekanikere innen flytekniske fag,"Flyinteriør-/utstyrsmekaniker, Flymotormekaniker, Flystrukturmekaniker, Flysystemmekaniker, Lærling (flykomponentmekaniker), Lærling (flymotormekaniker), Lærling (flysystemmekaniker)",ISCO-88,25
2002,Industriarbeid,Mekanikere,7233,"Jordbruks-, skogbruks- og anleggsmaskinmekanikere","Anleggsmaskinreparatør, Anleggsmaskinreperatør, Landbruksmaskinmekaniker, Lærling (anleggsmaskinreperatør), Lærling (landbruksmekaniker)",ISCO-88,43
2002,Industriarbeid,Mekanikere,7234,Motormekanikere,"Lærling (motormekaniker), Motormekaniker, Togmekaniker",ISCO-88,79
2002,Industriarbeid,Automatikere og elektriske montører,7235,Automatikkmekanikere,"Automatmekaniker, Lærling (automatikkmekaniker)",ISCO-88,33
2002,Industriarbeid,Andre håndverkere,7236,Finmekanikere,"Finmekaniker, Lærling (finmekaniker)",ISCO-88,64
2002,Industriarbeid,Mekanikere,7237,Industrimekanikere,"Industrimekaniker, Lærling (industrimekaniker)",ISCO-88,707
2002,Bygg og anlegg,Elektrikere,7241,"Elektrikere, elektronikere o.l","Bilelektriker, Elektriker, Elektromotor- og transformatorreparatør, Elektroreparatør, Heismontør, Komponentavioniker, Lærling (elektriker), Lærling (elektromotor- og transformatorreperatør), Lærling (elektroreperatør), Lærling (heismontør), Lærling (komponentavioniker), Lærling (signalmontør), Lærling (systemavioniker), Lærling (togelektriker), Signalmontør, Systemavioniker, Togelektriker",ISCO-88,645
2002,Industriarbeid,Automatikere og elektriske montører,7242,Service- og telemontører,"Lærling (serviceelektroniker), Lærling (telekommunikasjonsmontør), Serviceelektroniker, Telekommunikasjonsmontør",ISCO-88,330
2002,Industriarbeid,Automatikere og elektriske montører,7243,"Automatikere, tavlemontører, viklere og transformatormontører","Automatiker, Lærling (automatiker), Lærling (tavlemontør), Lærling (vikler- og transformatormontør), Tavlemontør, Vikler- og transformatormontør",ISCO-88,147
2002,Industriarbeid,Automatikere og elektriske montører,7244,Energimontører,"Energimontør, Lærling (energimontør)",ISCO-88,49
2002,Industriarbeid,Andre håndverkere,7311,Instrumentmakere og -reparatører,"Lærling (ortopedisk fottøymaker), Nautisk instrumentmaker, Optisk og geodetisk instrumentmaker, Ortopedisk fottøymaker, Protese- og ortosemaker, Tanntekniker, Urmaker",ISCO-88,44
2002,Industriarbeid,Andre håndverkere,7312,Musikkinstrumentmakere og -stemmere,"Musikkinstrumentmaker, Orgelbygger, Pianostemmer og -tekniker",ISCO-88,6
2002,Industriarbeid,Andre håndverkere,7313,"Gull- og sølvsmeder, gravører o.l.","Filigransarbeider, Forgyller, Gravør, Gullsmed, Lærling (gullsmed), Lærling (sølvsmed), Sølvsmed",ISCO-88,52
2002,Industriarbeid,Andre håndverkere,7321,Keramikere og pottemakere,"Lærling (pottemaker), Pottemaker",ISCO-88,8
2002,Industriarbeid,Andre håndverkere,7322,Glasshåndverkere,"Glasshåndverker, Lærling (glasshåndverker)",ISCO-88,15
2002,Industriarbeid,Andre håndverkere,7331,Kunsthåndverkere i tre o.l.,Treskjærer,ISCO-88,5
2002,Industriarbeid,Andre håndverkere,7332,"Kunsthåndverkere i tekstiler, lær o.l.","Duodjár, Lærling (duodjar)",ISCO-88,7
2002,Industriarbeid,Andre håndverkere,7341,Grafikere (førtrykk) o.l.,"Grafiker (førtrykk), Lærling (grafiker)",ISCO-88,298
2002,Serviceyrker og annet arbeid,"Yrker innen kunst, sport og kultur",7342,Fotografer,"Fotograf, Lærling (fotograf)",ISCO-88,110
2002,Ingeniør- og ikt-fag,Ingeniører og teknikere,7350,Tekniske tegnere,Teknisk tegner,ISCO-88,284
2002,Industriarbeid,Næringsmiddelarbeid,7411,"Slaktere, fiskehandlere o.l.","Butikkslakter, Fiskehandler, Kjøttskjærer, Lærling (butikkslakter), Lærling (fiskehandler), Lærling (kjøttskjærer), Lærling (pølsemaker), Lærling (slakter), Pølsemaker, Slakter",ISCO-88,364
2002,Industriarbeid,Næringsmiddelarbeid,7412,Bakere og konditorer,"Baker, Konditor, Lærling (baker), Lærling (konditor)",ISCO-88,248
2002,Industriarbeid,Næringsmiddelarbeid,7413,Prøvesmakere og kvalitetsbedømmere av mat og drikke,*,ISCO-88,*
2002,Industriarbeid,Næringsmiddelarbeid,7419,Andre håndverkere innen næringsmiddelproduksjon,"Formann (næringsmiddelproduksjon), Hjemmeprodusenter av meieriprodukter",ISCO-88,16
2002,Bygg og anlegg,Snekkere og tømrere,7421,Snekkere,"Lærling (modellsnekker), Lærling (tredreier), Lærling (trevare- og møbelsnekker), Modellsnekker, Snekker, Tredreier",ISCO-88,944
2002,Bygg og anlegg,Snekkere og tømrere,7422,Trebåtbyggere,"Lærling (trebåtbygger), Trebåtbygger",ISCO-88,16
2002,Industriarbeid,Andre håndverkere,7431,"Vevere, strikkere o.l. (innen husflidproduksjon)","Broderer, Håndvever, Strikker (håndstrikking), Syer (håndsøm)",ISCO-88,106
2002,Industriarbeid,Andre håndverkere,7432,"Skreddere, kjole- og draktsyere, modister o.l.","Bunadstilvirker, Herreskredder, Kjole- og draktsyer, Kostymesyer, Lærling (herreskredder), Lærling (kjole- og draktsyer), Lærling (kostymesyer), Lærling (seilmaker), Modist, Seilmaker",ISCO-88,72
2002,Industriarbeid,Andre håndverkere,7433,Buntmakere,*,ISCO-88,*
2002,Industriarbeid,Andre håndverkere,7434,Gradører og mønsteroperatører,*,ISCO-88,*
2002,Industriarbeid,Andre håndverkere,7435,Parykkmakere,Maskør- og parykkmaker,ISCO-88,4
2002,Industriarbeid,Andre håndverkere,7436,Møbeltapetserere o.l.,"Industritapetserer, Lærling (møbeltapetserer), Møbeltapetserer, Salmakere",ISCO-88,59
2002,Industriarbeid,Andre håndverkere,7441,Skinnberedere og garvere,"Garver, Lærling (garver)",ISCO-88,16
2002,Industriarbeid,Andre håndverkere,7442,Skomakere,"Lærling (skomaker), Skomaker",ISCO-88,15
2002,Serviceyrker og annet arbeid,"Yrker innen kunst, sport og kultur",7443,Taksidermister,*,ISCO-88,*
2002,Ingen yrkesbakgrunn eller uoppgitt,Ingen yrkesbakgrunn eller uoppgitt,7450,Laboranter,"Faglaborant, Lærling (faglaborant)",ISCO-88,222
2002,Industriarbeid,Prosess- og maskinoperatører,8111,Bergfagarbeidere,"Bergfagarbeider, Lærling (bergverksarbeider)",ISCO-88,28
2002,Industriarbeid,Prosess- og maskinoperatører,8112,Prosessoperatører (oppredning),Prosessoperatør (oppredning),ISCO-88,28
2002,Industriarbeid,Prosess- og maskinoperatører,8113,Operatører innen olje- og gassutvinning,"Boredekksarbeider, Borer, Helikoptervakt (olje/gass), Operatør (olje/gass), Rigger (olje/gass), Tårnarbeider",ISCO-88,207
2002,Industriarbeid,Prosess- og maskinoperatører,8114,Brønnserviceoperatører (olje- og gassutvinning),"Brønnserviceoperatør (olje- og gassproduksjon), Lærling (brønnoperatør hydrauliske rør), Lærling (brønnoperatør kabeloperasjoner), Lærling (brønnoperatør komplettering)",ISCO-88,39
2002,Industriarbeid,Prosess- og maskinoperatører,8115,ROV-operatører,ROV-operatør,ISCO-88,14
2002,Industriarbeid,Prosess- og maskinoperatører,8121,Operatører innen metallurgisk prosessfag,"Lærling (fagoperatør metallurgisk prosessfag), Operatør metallurgisk prosessfag (metallverk), Operatør metallurgisk prosessfag (smelteverk)",ISCO-88,480
2002,Industriarbeid,Prosess- og maskinoperatører,8122,Metallformere,"Lærling (metallformer), Metallformer",ISCO-88,36
2002,Industriarbeid,Prosess- og maskinoperatører,8131,Keramiske formere og dekoratører,"Keramisk dekoratør, Keramisk former, Lærling (keramisk former)",ISCO-88,13
2002,Industriarbeid,Prosess- og maskinoperatører,8132,Operatører innen glassproduksjon,Operatør (glassproduksjon),ISCO-88,49
2002,Industriarbeid,Prosess- og maskinoperatører,8139,Andre operatører innen glass- og keramikkproduksjon,*,ISCO-88,*
2002,Industriarbeid,Prosess- og maskinoperatører,8141,Operatører innen produksjon og videreforedling av trelastprodukter,"Lærling (fagoperatør limtreproduksjon), Lærling (fagoperatør parkettproduksjon), Lærling (fagoperatør trelastfag), Operatør (limtreproduksjon), Operatør (parkettproduksjon), Operatør (trelast)",ISCO-88,266
2002,Industriarbeid,Prosess- og maskinoperatører,8142,Operatører innen treforedlingsindustri,"Lærling (fagoperatør treforedlingsindustri), Operatør (treforedlingsindustri)",ISCO-88,174
2002,Industriarbeid,Prosess- og maskinoperatører,8143,Operatører innen spon- og fiberplateproduksjon,Operatør (spon- og fiberplateproduksjon),ISCO-88,41
2002,Industriarbeid,Prosess- og maskinoperatører,8151,Operatører ved olje- og naturgassraffineringsanlegg,Operatør (olje- og naturgassraffineringsanlegg),ISCO-88,22
2002,Industriarbeid,Prosess- og maskinoperatører,8159,Operatører innen annen kjemisk prosessindustri,"Lærling (fagoperatør kjemisk prosessindustri), Operatør (kjemisk prosessindustri)",ISCO-88,137
2002,Industriarbeid,Prosess- og maskinoperatører,8161,Energioperatører,*,ISCO-88,*
2002,Industriarbeid,Prosess- og maskinoperatører,8162,"Operatører ved forbrennings-, kjøle- og vannrenseanlegg","Driftsoperatør (vannrenseanlegg), Kuldemaskinist, Operatør (forbrenningsanlegg)",ISCO-88,20
2002,Industriarbeid,Prosess- og maskinoperatører,8211,Operatører innen metallvareproduksjon,"Kabelbygger, Lærling (fagoperatør metallvareproduksjon), Operatør (metallvareprodukter)",ISCO-88,292
2002,Industriarbeid,Andre håndverkere,8212,Verktøymakere o.l.,"Dimensjonskontrollør, Lærling (verktøymaker), Verktøymaker",ISCO-88,50
2002,Industriarbeid,"Støpere, sveisere, platearbeidere  ",8213,Maskinarbeidere,"Lærling (maskinarbeider), Maskinarbeider",ISCO-88,292
2002,Industriarbeid,Prosess- og maskinoperatører,8214,Operatører innen produksjon av betongprodukter mv.,"Asfaltverkarbeider, Lærling (betongindustriarbeider), Operatør (andre mineralprodukter), Operatør (betong- og sementproduksjon)",ISCO-88,86
2002,Industriarbeid,Prosess- og maskinoperatører,8221,Operatører innen produksjon av hygieniske og farmasøytiske produkter,Operatør (hygieniske og farmasøytiske produkter),ISCO-88,25
2002,Industriarbeid,Prosess- og maskinoperatører,8222,Operatører innen ammunisjons- og sprengstoffproduksjon,Operatør (ammunisjons og sprengstoffsproduksjon),ISCO-88,9
2002,Industriarbeid,Prosess- og maskinoperatører,8223,Operatører innen gummiproduksjon,Operatør (gummiprodukter),ISCO-88,30
2002,Industriarbeid,Prosess- og maskinoperatører,8224,Operatører innen plastfag og plastproduksjon,"Lærling (plastformer), Operatør (plastprodukter), Plastformer",ISCO-88,307
2002,Industriarbeid,Prosess- og maskinoperatører,8225,Operatører innen maling- og lakkproduksjon,Operatør (maling- og lakkproduksjon),ISCO-88,14
2002,Industriarbeid,Prosess- og maskinoperatører,8229,Operatører innen annen kjemisk-teknisk produksjon,"Lærling (fagoperatør kjemisk teknisk industri), Operatør (andre kjemiske produkter)",ISCO-88,33
2002,Industriarbeid,Andre håndverkere,8251,Grafiske trykkere,"Grafisk trykker, Lærling (grafisk trykker), Serigraf",ISCO-88,312
2002,Industriarbeid,Andre håndverkere,8252,Bokbindere,"Bokbinder, Lærling (bokbinder)",ISCO-88,58
2002,Industriarbeid,Prosess- og maskinoperatører,8253,Operatører innen kartonasje,Operatør (kartonasje),ISCO-88,78
2002,Industriarbeid,Prosess- og maskinoperatører,8254,Fotolaboranter,Fotolaborant,ISCO-88,33
2002,Industriarbeid,Prosess- og maskinoperatører,8261,Spinne- og nøstemaskinoperatører,Spinne- og nøstemaskinoperatør,ISCO-88,18
2002,Industriarbeid,Prosess- og maskinoperatører,8262,Veve- og hekle-/strikkemaskinoperatører o.l.,"Tekstiloperatør (trikotasje), Tekstiloperatør (veving, Tekstiloperatør (veving)",ISCO-88,83
2002,Industriarbeid,Prosess- og maskinoperatører,8263,Industrisyere,"Industrisyer, Lærling (industrisømarbeider)",ISCO-88,365
2002,Industriarbeid,Prosess- og maskinoperatører,8264,Tekstiloperatører innen fiskeredskap,Tekstiloperatør (fiskeredskap),ISCO-88,65
2002,Industriarbeid,Andre håndverkere,8265,Tilskjærere,Tilskjærer,ISCO-88,17
2002,Industriarbeid,Prosess- og maskinoperatører,8266,"Operatører innen farging, vasking, rensing mv. av tekstiler o.l.","Tekstiloperatør (farging, trykking og etterbehandling), Tekstilrenholder",ISCO-88,339
2002,Industriarbeid,Prosess- og maskinoperatører,8267,"Operatører innen produksjon av sko, vesker mv.",Operatør (sko- og veskeproduksjon),ISCO-88,26
2002,Industriarbeid,Andre håndverkere,8269,Andre operatører innen tekstilproduksjon o.l.,*,ISCO-88,*
2002,Industriarbeid,Næringsmiddelarbeid,8271,Fagarbeidere innen bearbeiding av fisk og fiskeprodukter,"Fagarbeider (fiskeindustri), Lærling (fagarbeider i fiskeindustrien)",ISCO-88,2582
2002,Industriarbeid,Næringsmiddelarbeid,8272,Operatører innen andre næringsmiddelprodukter,"Lærling (fagoperatør i næringsmiddelindustrien), Operatør (næringsmiddelindustri)",ISCO-88,1108
2002,Industriarbeid,Automatikere og elektriske montører,8281,Montører innen produksjon av transportmidler,Montør (produksjon av transportmidler),ISCO-88,55
2002,Industriarbeid,Automatikere og elektriske montører,8282,Operatører og montører innen produksjon av elektronisk utstyr,"Lærling (produksjonselektroniker), Operatør (produksjon av elektronisk utstyr)",ISCO-88,437
2002,Reiseliv og transport,Førere av transportmidler,8311,Lokomotivførere og lokomotivkontrollører,Lokomotivfører,ISCO-88,6
2002,Reiseliv og transport,Førere av transportmidler,8312,Skiftekonduktører,Skiftekonduktør,ISCO-88,13
2002,Reiseliv og transport,Førere av transportmidler,8321,"Bil-, drosje- og varebilførere","Bil-, drosje- og varebilførere, Drosjesjåfør, Vare- og budbilsjåfør",ISCO-88,1497
2002,Reiseliv og transport,Førere av transportmidler,8322,Buss- og sporvognførere,"Bussjåfør, Sporvognfører",ISCO-88,239
2002,Reiseliv og transport,Førere av transportmidler,8323,Lastebil- og vogntogførere,"Lastebil- og vogntogfører, Lærling (yrkessjåfør)",ISCO-88,1274
2002,Bygg og anlegg,Anleggsarbeidere,8331,Anleggsmaskinførere,"Anleggsmaskinfører, Lærling (anleggsmaskinfører)",ISCO-88,623
2002,Bygg og anlegg,Anleggsarbeidere,8332,Kran- og heisførere ol.,"Kranfører, Taubanefører",ISCO-88,122
2002,Bygg og anlegg,Anleggsarbeidere,8333,Truckførere,Truckfører,ISCO-88,195
2002,Reiseliv og transport,Maritime yrker,8341,Dekksmannskap (skip),"Lærling (matros), Matros, Sjøaspirant",ISCO-88,307
2002,Industriarbeid,Prosess- og maskinoperatører,8342,Maskinmannskap (skip),"Lærling (motormann), Motormann",ISCO-88,117
2002,Serviceyrker og annet arbeid,Annet arbeid,9120,Forefallende arbeid for privatpersoner og -husholdninger,"Skopusser, Snømåker",ISCO-88,7
2002,Serviceyrker og annet arbeid,Rengjøring,9131,Rengjøring/husarbeid i privathusholdninger,Renholder (privathjem),ISCO-88,317
2002,Serviceyrker og annet arbeid,Rengjøring,9132,Rengjøringspersonale i bedrifter o.l.,"Lærling (renholdsoperatør), Renholder",ISCO-88,5440
2002,Reiseliv og transport,"Hovmestere, servitører og hjelpepersonell",9133,Kjøkken- og anretningsassistenter,"Anretningsmedarbeider, Kjøkkenassistent",ISCO-88,2779
2002,Serviceyrker og annet arbeid,Rengjøring,9141,Vinduspussere,Vinduspusser,ISCO-88,5
2002,Butikk- og salgsarbeid,Annet salgsarbeid,9142,Bilklargjørere,"Bilpleier, Servicemedarbeider (bensinstasjon)",ISCO-88,256
2002,Serviceyrker og annet arbeid,Annet arbeid,9151,Bud o.l.,"Bud, Bud o.l.",ISCO-88,247
2002,Serviceyrker og annet arbeid,Vakthold og vaktmestere,9152,Vakter og dørvakter,Vakt,ISCO-88,171
2002,Serviceyrker og annet arbeid,Annet arbeid,9153,Måleravlesere o.l.,*,ISCO-88,*
2002,Serviceyrker og annet arbeid,Annet arbeid,9160,Renovasjonsarbeidere ol.,"Lærling (renovatør), Renovasjonsarbeider",ISCO-88,212
2002,"Jordbruk, skogbruk og fiske","Jordbruk, skogbruk og fiske",9210,"Hjelpearbeidere innen jordbruk, skogbruk og fiske","Hjelpearbeider (jordbruk, skogbruk og fiske)",ISCO-88,456
2002,Bygg og anlegg,Hjelpearbeidere innen bygg og anlegg,9310,"Hjelpearbeidere innen bygg, anlegg, vedlikehold o.l.","Hjelpearbeider (anlegg), Hjelpearbeider (bygg), Parkarbeider",ISCO-88,1577
2002,Industriarbeid,Hjelpearbeid innen industrien,9320,Hjelpearbeidere innen industri,"Hjelpearbeider (bergverk), Hjelpearbeider (industri), Hjelpearbeidere innen industri",ISCO-88,3422
2002,Industriarbeid,Hjelpearbeid innen industrien,9330,Hjelpearbeidere innen lager og godshåndtering,Laste- og lossearbeider,ISCO-88,468
2002,Ingen yrkesbakgrunn eller uoppgitt,Ingen yrkesbakgrunn eller uoppgitt,X21,Ingen yrkesbakgrunn,Ingen yrkesbakgrunn,ISCO-88,4
2003,Ingen yrkesbakgrunn eller uoppgitt,Ingen yrkesbakgrunn eller uoppgitt,0000,Uoppgitt eller yrker som ikke kan identifiseres,"Hjelpearbeider (privat/offentlig virksomhet), Medarbeider (uoppgitt arbeidsområde), Uoppgitt eller yrker som ikke kan identifiseres",ISCO-88,3241
2003,Ingen yrkesbakgrunn eller uoppgitt,Ingen yrkesbakgrunn eller uoppgitt,0009,KONVERTERT,KONVERTERT,ISCO-88,2206
2003,Serviceyrker og annet arbeid,"Yrker innen politi, brannvesen, toll og forsvar",0111,Menige,"Menig, Menige",ISCO-88,1155
2003,Serviceyrker og annet arbeid,"Yrker innen politi, brannvesen, toll og forsvar",0112,Befal I,Befal I,ISCO-88,185
2003,Serviceyrker og annet arbeid,"Yrker innen politi, brannvesen, toll og forsvar",0113,Befal II,Befal II,ISCO-88,22
2003,Ingen yrkesbakgrunn eller uoppgitt,Ingen yrkesbakgrunn eller uoppgitt,-1,UKJENT,UKJENT,Ukjent,5978
2003,Ledere,Politikere og toppledere ,1110,Politikere,*,ISCO-88,12
2003,Ledere,Politikere og toppledere ,1120,Toppledere i offentlig administrasjon,*,ISCO-88,18
2003,Ledere,Politikere og toppledere ,1141,Ledere i partipolitiske organisasjoner,Leder (partipolitiske organisasjoner),ISCO-88,24
