north,east,zone,longitude,latitude
6538896,311510,32,5.723281567722211,58.948132796643165
6538169,311964,32,5.731776145568247,58.94181385094188
6538266,312098,32,5.734018542979893,58.942742317026664
6538978,311749,32,5.727358816617741,58.94897305133033
6538841,312012,32,5.732038610237121,58.94786012973767
6538292,312805,32,5.746262210596795,58.943284737128735
6540394,313448,32,5.755646730419713,58.96241223184203
6540535,313369,32,5.7541564431009204,58.963642066925566
6537102,311628,32,5.72685398575503,58.93209955188253
6536878,311649,32,5.727408463596776,58.9301003709791
6536535,311274,32,5.721197049852343,58.92686018372656
6537254,311899,32,5.731425055513999,58.933581344017405
6536760,311731,32,5.728930704291378,58.92907837141193
6537155,311715,32,5.728317838662814,58.93261295769244
6537586,312259,32,5.737387762879189,58.93671586176559
6537949,312604,32,5.74306512696141,58.94012150999738
6537927,312283,32,5.73751524019582,58.93978383318228
6535662,310884,32,5.715178435901489,58.91886112014218
6536376,311944,32,5.732950088880218,58.92572881001944
6537839,312859,32,5.747581648882541,58.93924660057406
6537709,313164,32,5.752982146540935,58.93821399501167
6536028,312767,32,5.747514889603986,58.92296853501306
6536712,312275,32,5.738405308903605,58.92888642344753
6537623,312774,32,5.746289612419385,58.93727278310196
6537248,312175,32,5.7362171088033715,58.93364851402119
6535657,311310,32,5.722568024538582,58.919003824741
6536439,312784,32,5.747462791488269,58.92666109409951
6537524,312721,32,5.7454539152216935,58.9363619804132
6537483,312667,32,5.744551900486247,58.93597077747789
6536477,311609,32,5.727055400564556,58.9264874023574
6535847,311175,32,5.720065922396662,58.92064798800569
6537945,312905,32,5.748290126563345,58.940217099587066
6536593,312786,32,5.747367484708642,58.92804277305812
6537546,312756,32,5.746042429294318,58.936574522315446
6536942,312524,32,5.742528984767624,58.93105755844525
6534520,311683,32,5.7299990933864215,58.908973189374585
6536424,310894,32,5.714702338716043,58.92569761216427
6537687,312562,32,5.7425581210909336,58.93775400296959
6535661,311231,32,5.72119503540827,58.91900494322289
6535332,312050,32,5.735672448140802,58.916414578796726
6535368,312232,32,5.738797061547425,58.91681703259814
6535260,312262,32,5.739408481175947,58.91586180640276
6536177,312760,32,5.747267763234236,58.92430145552491
6536024,311302,32,5.722117243370265,58.92229085016686
6537631,312458,32,5.740801491843406,58.937206421334494
6542188,310106,32,5.696095814560364,58.97702841488553
