tailid,url,language
20702,http://www.bufetat.no/familievernkontor/nordfjord/,nb
20707,http://www.bufetat.no/engelsk/,en
20707,http://www.bufetat.no/familievernkontor/alesund/,nb
20709,http://www.bufetat.no/engelsk/,en
20709,http://www.bufetat.no/familievernkontor/gjovik-fagernes/,nb
20711,http://www.bufetat.no/engelsk/,en
20711,http://www.bufetat.no/familievernkontor/otta/,nb
20716,http://www.bufetat.no/engelsk/,en
20716,http://www.bufetat.no/familievernkontor/drammen-kongsberg/,nb
20721,http://www.bufetat.no/engelsk/,en
20721,http://www.bufetat.no/familievernkontor/ringerike/,nb
20723,http://www.bufetat.no/engelsk/,en
20723,http://www.bufetat.no/familievernkontor/drammen-kongsberg/,nb
20724,http://www.bufetat.no/engelsk/,en
20724,http://www.bufetat.no/familievernkontor/hallingdal/,nb
20727,http://www.bufetat.no/engelsk/,en
20727,http://www.bufetat.no/familievernkontor/vestfold/,nb
20729,http://www.bufetat.no/engelsk/,en
20729,http://www.bufetat.no/familievernkontor/sondre-vestfold/,nb
20745,http://www.bufetat.no/engelsk/,en
20745,http://www.bufetat.no/familievernkontor/follo/,nb
20749,http://www.bufetat.no/engelsk/,en
20749,http://www.bufetat.no/familievernkontor/hamar/,nb
20752,http://www.bufetat.no/engelsk/,en
20752,http://www.bufetat.no/familievernkontor/kongsvinger/,nb
20755,http://www.bufetat.no/engelsk/,en
20755,http://www.bufetat.no/familievernkontor/tynset/,nb
20762,http://www.bufetat.no/engelsk/,en
20762,http://www.bufetat.no/familievernkontor/ovre-romerike/,nb
20769,http://www.bufetat.no/engelsk/,en
20769,http://www.bufetat.no/familievernkontor/enerhaugen/,nb
20783,http://www.bufetat.no/engelsk/,en
20783,http://www.bufetat.no/familievernkontor/christiana-torv/,nb
20785,http://www.bufetat.no/engelsk/,en
20785,http://www.bufetat.no/familievernkontor/asker-og-barum/,nb
20824,http://www.elev.no/,nb
20824,http://www.elev.no/organisasjon/english.shtml,en
20838,http://www.ovre-eiker.kommune.no/Modules/admunit.aspx?ObjectType=Object&Object.ID=2272&AdmUnitID=2272,nb
20875,http://www.sor-varanger.kommune.no/servicekontoret.325106-19659.html,nb
20913,https://telefonliste.sandnes.kommune.no/default.aspx?id=1000021,nb
20913,https://www.sandnes.kommune.no/Globalmeny/Om-Sandnes/Om-Sandnes/About-Sandnes/,en
20930,http://www.stange.kommune.no/stange/www/site/service_og_tjenester/servicekontoret/category.php?categoryID=929,nb
20931,http://www.stavanger.kommune.no/Administrasjon/Personal-og-organisasjon/Servicetorget/,nb
20931,http://www.stavanger.kommune.no/English/Service-centre---Servicetorget1/,en
20956,http://www.nordre-land.kommune.no/sentrumsservice.87471.no.html,nb
20976,http://www.mosvik.kommune.no/sitepageview.aspx?sitePageID=1254,nb
20989,http://www.larvik.kommune.no/Om-Larvik/Oversikt-over-enheter/Samfunnskontakt/Servicesenteret/,nb
20997,http://www.lillehammer.kommune.no/index.php?cat=187378,en
20997,http://www.lillehammer.kommune.no/servicetorget/27072/,nb
20998,http://www.lindesnes.kommune.no/organisasjon/raadmannen/servicekontor/45-servicekontor,nb
21105,http://www.pensjonistforbundet.no,nb
21112,http://www.toi.no/,nb
21112,http://www.toi.no/category25.html,en
21114,http://skolenettet.ls.no/,nb
21156,http://www.arran.no/,nb
21156,http://www.arran.no/frontpage.43226.en.html,en
21158,http://www.arkivverket.no/samisk,nb
21159,http://fylkesbiblioteket.sfj.no/,nb
21160,http://www.fm.fylkesbibl.no/web/index.php/fylkesbiblioteket/kontakt,nb
21236,http://www.anonymealkoholikere.no/,nb
21237,http://www.nanorge.org/engelsk.asp,en
21237,http://www.nanorge.org/index.asp,nb
21277,http://www.nsb.no/,nb
21282,http://www.domstol.no/Enkelt-domstol/Jordskiftedomstolene/Om-jordskiftedomstolene/Jordskifterettenes-informasjonssider/Ofoten-og-Sor-Troms-jordskifterett/,nb
21282,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21287,http://www.helse-finnmark.no/,nb
21293,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21293,http://www.jordskifte.no/,nb
21302,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21302,http://www.jordskifte.no/,nb
21303,http://www.nrl-nbr.no/,nb
21304,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21304,http://www.jordskifte.no/,nb
21306,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21306,http://www.jordskifte.no/,nb
21307,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21307,http://www.jordskifte.no/,nb
21308,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21308,http://www.jordskifte.no/,nb
21310,http://www.domstol.no/DAtemplates/Article____3929.aspx?epslanguage=NO&otherlanguage=true,en
21310,http://www.jordskifte.no,nb
21319,http://www.stolav.no,nb
21319,http://www.stolav.no/templates/StandardMaster____86258.aspx,en
21323,http://www.hnt.no/,nb
21326,http://www.hnt.no,nb
21327,http://www.domstol.no/Jordskifte-enkelt-domstol/Salten-jordskifterett/,nb
21327,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21330,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21330,http://www.jordskifte.no/,nb
21341,http://www.unn.no,nb
21344,http://www.domstol.no/Enkelt-domstol/Jordskiftedomstolene/Om-jordskiftedomstolene/Jordskifterettenes-informasjonssider/Nord-Trondelag-jordskifterett/,nb
21344,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21348,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21348,http://www.jordskifte.no/,nb
21351,http://www.helse-finnmark.no/,nb
21354,http://www.domstol.no/DAtemplates/Article____3929.aspx?epslanguage=NO&otherlanguage=true,en
21354,http://www.jordskifte.no/,nb
21359,http://www.domstol.no/Jordskifte-enkelt-domstol/Nordfjord-jordskifterett/,nb
21359,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21363,http://www.domstol.no/Enkelt-domstol/The-land-consolidation-court-of-Norway/Om-jordskiftedomstolene/Jordskifterettenes-informasjonssider/Romsdal-jordskifterett/,nb
21363,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21366,http://www.helse-fonna.no,nb
21371,http://www.helse-fonna.no,nb
21374,http://www.helse-bergen.no,nb
21374,http://www.helse-bergen.no/english/Sider/side.aspx,en
21375,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21375,http://www.jordskifte.no/,nb
21376,http://www.helse-forde.no/,nb
21382,http://www.helse-sunnmore.no,nb
21385,http://www.domstol.no/Enkelt-domstol/Jordskiftedomstolene/Om-jordskiftedomstolene/Jordskifterettenes-informasjonssider/Sunnfjord-og-Ytre-Sogn-jordskifterett/,nb
21385,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21410,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21410,http://www.jordskifte.no/,nb
21414,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21414,http://www.jordskifte.no/,nb
21417,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21417,http://www.jordskifte.no/,nb
21418,http://www.helse-stavanger.no,nb
21421,http://www.helse-bergen.no,nb
21422,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21422,http://www.jordskifte.no/,nb
21423,http://www.siv.no/,nb
21423,http://www.siv.no/webpro/omoss/index.asp?Database=webpro&Dokument_Type=300&FraType=&Tittel=About%20Vestfold%20Hospital%20Trust&Dok_Idx=622&fraURL=&Meny2=301&Nyhet_Type=,en
21424,http://www.domstol.no/DAtemplates/Article____3929.aspx?epslanguage=NO&otherlanguage=true,en
21424,http://www.jordskifte.no,nb
21425,http://www.domstol.no/Enkelt-domstol/Jordskiftedomstolene/Om-jordskiftedomstolene/Jordskifterettenes-informasjonssider/Sor-Rogaland-jordskifterett/,nb
21425,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21432,https://www.politi.no/international/,en
21432,https://www.politi.no/ostfinnmark/kontakt_ostfinnmark/KontaktInfo_413.xhtml,nb
21433,https://www.politi.no/international/,en
21433,https://www.politi.no/ostfinnmark/kontakt_ostfinnmark/KontaktInfo_416.xhtml,nb
21434,https://www.politi.no/international/,en
21434,https://www.politi.no/ostfinnmark/kontakt_ostfinnmark/KontaktInfo_403.xhtml,nb
21435,https://www.politi.no/international/,en
21435,https://www.politi.no/ostfinnmark/kontakt_ostfinnmark/KontaktInfo_411.xhtml,nb
21436,https://www.politi.no/international/,en
21436,https://www.politi.no/ostfinnmark/kontakt_ostfinnmark/KontaktInfo_405.xhtml,nb
21437,https://www.politi.no/international/,en
21437,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_ostfinnmark/KontaktInfo_369.xhtml,nb
21441,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21441,http://www.jordskifte.no/,nb
21442,http://www.sykehuset-innlandet.no/Sider/side.aspx,nb
21444,http://www.sykehuset-innlandet.no,nb
21447,http://www.sykehuset-innlandet.no/Sider/side.aspx,nb
21448,http://www.domstol.no/Jordskifte-enkelt-domstol/Ovre-Telemark-jordskifterett/,nb
21448,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21449,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,en
21449,http://www.jordskifte.no/,nb
21458,https://www.politi.no/international/,en
21458,https://www.politi.no/vestfinnmark/kontakt_vestfinnmark/KontaktInfo_488.xhtml,nb
21459,https://www.politi.no/international/,en
21459,https://www.politi.no/vestfinnmark/kontakt_vestfinnmark/KontaktInfo_489.xhtml,nb
21460,https://www.politi.no/international/,en
21460,https://www.politi.no/vestfinnmark/kontakt_vestfinnmark/KontaktInfo_487.xhtml,nb
21461,https://www.politi.no/international/,en
21461,https://www.politi.no/vestfinnmark/kontakt_vestfinnmark/KontaktInfo_482.xhtml,nb
21462,https://www.politi.no/international/,en
21462,https://www.politi.no/vestfinnmark/kontakt_vestfinnmark/KontaktInfo_485.xhtml,nb
21463,https://www.politi.no/international/,en
21463,https://www.politi.no/ostfinnmark/kontakt_ostfinnmark/KontaktInfo_417.xhtml,nb
21464,https://www.politi.no/international/,en
21464,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_ostfinnmark/KontaktInfo_412.xhtml,nb
21466,https://www.politi.no/international/,en
21466,https://www.politi.no/midtre_halogaland/kontakt_midtre_halogaland/KontaktInfo_269.xhtml,nb
21467,https://www.politi.no/international/,en
21467,https://www.politi.no/midtre_halogaland/kontakt_midtre_halogaland/KontaktInfo_256.xhtml,nb
21468,https://www.politi.no/international/,en
21468,https://www.politi.no/midtre_halogaland/kontakt_midtre_halogaland/KontaktInfo_277.xhtml,nb
21469,https://www.politi.no/international/,en
21469,https://www.politi.no/salten/kontakt_salten/KontaktInfo_510.xhtml,nb
21471,https://www.politi.no/international/,en
21471,https://www.politi.no/midtre_halogaland/kontakt_midtre_halogaland/KontaktInfo_278.xhtml,nb
21472,https://www.politi.no/international/,en
21472,https://www.politi.no/midtre_halogaland/kontakt_midtre_halogaland/KontaktInfo_249.xhtml,nb
21473,https://www.politi.no/international/,en
21473,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_troms/KontaktInfo_29.xhtml,nb
21475,https://www.politi.no/international/,en
21475,https://www.politi.no/midtre_halogaland/kontakt_midtre_halogaland/KontaktInfo_271.xhtml,nb
21476,https://www.politi.no/international/,en
21476,https://www.politi.no/midtre_halogaland/kontakt_midtre_halogaland/KontaktInfo_273.xhtml,nb
21477,https://www.politi.no/international/,en
21477,https://www.politi.no/midtre_halogaland/kontakt_midtre_halogaland/KontaktInfo_275.xhtml,nb
21479,https://www.politi.no/international/,en
21479,https://www.politi.no/troms/kontakt_troms/KontaktInfo_290.xhtml,nb
21480,https://www.politi.no/international/,en
21480,https://www.politi.no/troms/kontakt_troms/KontaktInfo_262.xhtml,nb
21482,https://www.politi.no/international/,en
21482,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_troms/KontaktInfo_27.xhtml,nb
21484,https://www.politi.no/international/,en
21484,https://www.politi.no/troms/kontakt_troms/KontaktInfo_573.xhtml,nb
21485,https://www.politi.no/international/,en
21485,https://www.politi.no/troms/kontakt_troms/KontaktInfo_91.xhtml,nb
21486,https://www.politi.no/international/,en
21486,https://www.politi.no/troms/kontakt_troms/KontaktInfo_101.xhtml,nb
21487,https://www.politi.no/international/,en
21487,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_troms/KontaktInfo_108.xhtml,nb
21488,https://www.politi.no/international/,en
21488,https://www.politi.no/troms/kontakt_troms/KontaktInfo_121.xhtml,nb
21489,https://www.politi.no/international/,en
21489,https://www.politi.no/troms/,nb
21490,https://www.politi.no/international/,en
21490,https://www.politi.no/vestfinnmark/kontakt_vestfinnmark/KontaktInfo_464.xhtml,nb
21492,https://www.politi.no/international/,en
21492,https://www.politi.no/vestfinnmark/kontakt_vestfinnmark/,nb
21493,https://www.politi.no/international/,en
21493,https://www.politi.no/vestfinnmark/kontakt_vestfinnmark/KontaktInfo_486.xhtml,nb
21494,https://www.politi.no/international/,en
21494,https://www.politi.no/salten/kontakt_salten/KontaktInfo_506.xhtml,nb
21495,https://www.politi.no/international/,en
21495,https://www.politi.no/midtre_halogaland/om_oss/,nb
21496,https://www.politi.no/international/,en
21496,https://www.politi.no/midtre_halogaland/kontakt_midtre_halogaland/KontaktInfo_276.xhtml,nb
21497,https://www.politi.no/international/,en
21497,https://www.politi.no/midtre_halogaland/kontakt_midtre_halogaland/KontaktInfo_253.xhtml,nb
21498,https://www.politi.no/international/,en
21498,https://www.politi.no/midtre_halogaland/om_oss/,nb
21499,https://www.politi.no/international/,en
21499,https://www.politi.no/midtre_halogaland/kontakt_midtre_halogaland/KontaktInfo_267.xhtml,nb
21500,https://www.politi.no/international/,en
21500,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_370.xhtml,nb
21501,https://www.politi.no/international/,en
21501,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_355.xhtml,nb
21502,https://www.politi.no/international/,en
21502,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_356.xhtml,nb
21503,https://www.politi.no/international/,en
21503,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_237.xhtml,nb
21504,https://www.politi.no/international/,en
21504,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_371.xhtml,nb
21505,https://www.politi.no/helgeland/kontakt_helgeland/KontaktInfo_285.xhtml,nb
21505,https://www.politi.no/international/,en
21506,https://www.politi.no/helgeland/kontakt_helgeland/KontaktInfo_406.xhtml,nb
21506,https://www.politi.no/international/,en
21507,https://www.politi.no/helgeland/kontakt_helgeland/KontaktInfo_287.xhtml,nb
21507,https://www.politi.no/international/,en
21508,https://www.politi.no/helgeland/kontakt_helgeland/KontaktInfo_294.xhtml,nb
21508,https://www.politi.no/international/,en
21509,https://www.politi.no/helgeland/kontakt_helgeland/KontaktInfo_397.xhtml,nb
21509,https://www.politi.no/international/,en
21510,https://www.politi.no/helgeland/,nb
21510,https://www.politi.no/international/,en
21511,https://www.politi.no/helgeland/kontakt_helgeland/KontaktInfo_430.xhtml,nb
21511,https://www.politi.no/international/,en
21512,https://www.politi.no/helgeland/kontakt_helgeland/KontaktInfo_283.xhtml,nb
21512,https://www.politi.no/international/,en
21513,https://www.politi.no/helgeland/kontakt_helgeland/KontaktInfo_288.xhtml,nb
21513,https://www.politi.no/international/,en
21514,https://www.politi.no/helgeland/kontakt_helgeland/KontaktInfo_320.xhtml,nb
21514,https://www.politi.no/international/,en
21515,https://www.politi.no/helgeland/kontakt_helgeland/KontaktInfo_286.xhtml,nb
21515,https://www.politi.no/international/,en
21516,https://www.politi.no/international/,en
21516,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_salten/KontaktInfo_498.xhtml,nb
21519,https://www.politi.no/international/,en
21519,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_salten/KontaktInfo_499.xhtml,nb
21520,https://www.politi.no/international/,en
21520,https://www.politi.no/salten/kontakt_salten/KontaktInfo_504.xhtml,nb
21521,https://www.politi.no/international/,en
21521,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_salten/KontaktInfo_500.xhtml,nb
21522,https://www.politi.no/,nb
21522,https://www.politi.no/international/,en
21523,https://www.politi.no/international/,en
21523,https://www.politi.no/salten/,nb
21524,https://www.politi.no/international/,en
21524,https://www.politi.no/salten/kontakt_salten/KontaktInfo_509.xhtml,nb
21526,https://www.politi.no/international/,en
21526,https://www.politi.no/midtre_halogaland/kontakt_midtre_halogaland/KontaktInfo_250.xhtml,nb
21528,https://www.politi.no/international/,en
21528,https://www.politi.no/midtre_halogaland/om_oss/,nb
21529,https://www.politi.no/international/,en
21529,https://www.politi.no/midtre_halogaland/kontakt_midtre_halogaland/KontaktInfo_268.xhtml,nb
21530,https://www.politi.no/international/,en
21530,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_318.xhtml,nb
21532,https://www.politi.no/international/,en
21532,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_335.xhtml,nb
21533,https://www.politi.no/international/,en
21533,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_323.xhtml,nb
21534,https://www.politi.no/international/,en
21534,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_372.xhtml,nb
21535,https://www.politi.no/international/,en
21535,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_sor_trondelag/KontaktInfo_376.xhtml,nb
21536,https://www.politi.no/international/,en
21536,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_333.xhtml,nb
21537,https://www.politi.no/international/,en
21537,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_sor_trondelag/KontaktInfo_377.xhtml,nb
21538,https://www.politi.no/international/,en
21538,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_sor_trondelag/KontaktInfo_379.xhtml,nb
21539,https://www.politi.no/international/,en
21539,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_sor_trondelag/KontaktInfo_380.xhtml,nb
21540,https://www.politi.no/international/,en
21540,https://www.politi.no/sor_trondelag/kontakt_sor_trondelag/KontaktInfo_381.xhtml,nb
21541,https://www.politi.no/international/,en
21541,https://www.politi.no/sor_trondelag/kontakt_sor_trondelag/KontaktInfo_384.xhtml,nb
21542,https://www.politi.no/international/,en
21542,https://www.politi.no/sor_trondelag/kontakt_sor_trondelag/KontaktInfo_385.xhtml,nb
21543,https://www.politi.no/international/,en
21543,https://www.politi.no/sor_trondelag/kontakt_sor_trondelag/KontaktInfo_386.xhtml,nb
21544,https://www.politi.no/international/,en
21544,https://www.politi.no/sor_trondelag/kontakt_sor_trondelag/KontaktInfo_387.xhtml,nb
21545,https://www.politi.no/international/,en
21545,https://www.politi.no/sor_trondelag/kontakt_sor_trondelag/KontaktInfo_388.xhtml,nb
21547,https://www.politi.no/international/,en
21547,https://www.politi.no/sor_trondelag/kontakt_sor_trondelag/KontaktInfo_392.xhtml,nb
21548,https://www.politi.no/international/,en
21548,https://www.politi.no/sor_trondelag/kontakt_sor_trondelag/KontaktInfo_394.xhtml,nb
21549,https://www.politi.no/international/,en
21549,https://www.politi.no/sor_trondelag/kontakt_sor_trondelag/KontaktInfo_559.xhtml,nb
21550,https://www.politi.no/international/,en
21550,https://www.politi.no/sor_trondelag/kontakt_sor_trondelag/KontaktInfo_396.xhtml,nb
21551,https://www.politi.no/,nb
21551,https://www.politi.no/international/,en
21552,https://www.politi.no/international/,en
21552,https://www.politi.no/sor_trondelag/kontakt_sor_trondelag/KontaktInfo_401.xhtml,nb
21553,https://www.politi.no/international/,en
21553,https://www.politi.no/sor_trondelag/kontakt_sor_trondelag/KontaktInfo_400.xhtml,nb
21554,https://www.politi.no/international/,en
21554,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_sor_trondelag/KontaktInfo_378.xhtml,nb
21555,https://www.politi.no/international/,en
21555,https://www.politi.no/sor_trondelag/kontakt_sor_trondelag/KontaktInfo_382.xhtml,nb
21556,https://www.politi.no/international/,en
21556,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_148.xhtml,nb
21557,https://www.politi.no/international/,en
21557,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_327.xhtml,nb
21558,https://www.politi.no/international/,en
21558,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_235.xhtml,nb
21559,https://www.politi.no/international/,en
21559,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_322.xhtml,nb
21560,https://www.politi.no/international/,en
21560,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_93.xhtml,nb
21561,https://www.politi.no/international/,en
21561,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_324.xhtml,nb
21562,https://www.politi.no/international/,en
21562,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_331.xhtml,nb
21563,https://www.politi.no/international/,en
21563,https://www.politi.no/nord_trondelag/,nb
21564,https://www.politi.no/international/,en
21564,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_149.xhtml,nb
21565,https://www.politi.no/international/,en
21565,https://www.politi.no/nord_trondelag/kontakt_nord_trondelag/KontaktInfo_228.xhtml,nb
21566,https://www.politi.no/international/,en
21566,https://www.politi.no/nordmore_og_romsdal/,nb
21567,https://www.politi.no/international/,en
21567,https://www.politi.no/nordmore_og_romsdal/kontakt_nordmore_og_romsdal/KontaktInfo_153.xhtml,nb
21568,https://www.politi.no/international/,en
21568,https://www.politi.no/nordmore_og_romsdal/kontakt_nordmore_og_romsdal/KontaktInfo_154.xhtml,nb
21569,https://www.politi.no/international/,en
21569,https://www.politi.no/nordmore_og_romsdal/kontakt_nordmore_og_romsdal/KontaktInfo_544.xhtml,nb
21570,https://www.politi.no/international/,en
21570,https://www.politi.no/sor_trondelag/kontakt_sor_trondelag/KontaktInfo_390.xml,nb
21571,https://www.politi.no/international/,en
21571,https://www.politi.no/sogn_og_fjordane/kontakt_sogn_og_fjordane/KontaktInfo_56.xhtml,nb
21572,https://www.politi.no/international/,en
21572,https://www.politi.no/sogn_og_fjordane/kontakt_sogn_og_fjordane/KontaktInfo_58.xhtml,nb
21573,https://www.politi.no/international/,en
