shortname,name,content
dato,Dato,Dato
skole,Skole,Skole
elevdag,Elevdag,Elevdag
laererdag,Laererdag,Laererdag
sfodag,SFOdag,Skolefritidsordning(SFO)-dag
kommentar,Kommentar,Kommentar
