shortname,name,content
nord,Nord,Koordinatsystem UTM/EUREF89 Sone 32
oest,Øst,Koordinatsystem UTM/EUREF89 Sone 32
breddegrad,Breddegrad,
lengdegrad,Lengdegrad,
adresse,Adresse,
navn,Navn,
