shortname,name,content
art,Art,
art_tekst,Art-tekst,
inntekt_utgift,Inntekt/utgift,
tjeneste_nr,Tjeneste-nummer,
tjeneste_tekst,Tjeneste-tekst,
beloep,Beløp,
virksomhetsomraade,Virksomhetsområde,
