partinamn;fylkesnr;kommunenr;partitype;valar;stemmer;relativdel;mandat;utbetalingsar;grunnstonad;stemmestotte;totalt
Hemnes Arbeiderparti;18;1832;Kommune;2007;1094;45,83;11;2011;1223;14014,14;15237,14
Hemnes Fremskrittsparti;18;1832;Kommune;2007;484;20,28;5;2011;1223;6200,04;7423,04
Hemnes Høyre;18;1832;Kommune;2007;108;4,52;1;2011;1223;1383,48;2606,48
Hemnes KrF;18;1832;Kommune;2007;65;2,72;0;2011;0;832,65;832,65
Hemnes Senterparti;18;1832;Kommune;2007;357;14,96;4;2011;1223;4573,17;5796,17
Hemnes Sv;18;1832;Kommune;2007;119;4,99;1;2011;1223;1524,39;2747,39
Rana  Arbeiderparti;18;1833;Kommune;2007;3271;29,2;11;2011;1223;41901,51;43124,51
Rana Fremskrittsparti;18;1833;Kommune;2007;2101;18,75;7;2011;1223;26913,81;28136,81
Rana Høyre;18;1833;Kommune;2007;910;8,12;3;2011;1223;11657,1;12880,1
Rana KrF;18;1833;Kommune;2007;240;2,14;1;2011;1223;3074,4;4297,4
Rana Rød Valgallianse;18;1833;Kommune;2007;271;2,42;1;2011;1223;3471,51;4694,51
Rana Senterparti;18;1833;Kommune;2007;534;4,77;2;2011;1223;6840,54;8063,54
Rana Sv;18;1833;Kommune;2007;2325;20,75;7;2011;1223;29783,25;31006,25
RANA VENSTRE;18;1833;Kommune;2007;356;3,18;1;2011;1223;4560,36;5783,36
Kystpartiet i Lurøy;18;1834;Kommune;2007;226;21,46;4;2011;1223;2895,06;4118,06
Lurøy  Arbeiderparti;18;1834;Kommune;2007;381;36,18;7;2011;1223;4880,61;6103,61
Lurøy Høyre;18;1834;Kommune;2007;57;5,41;1;2011;1223;730,17;1953,17
Lurøy KrF;18;1834;Kommune;2007;59;5,6;1;2011;1223;755,79;1978,79
Lurøy Senterparti;18;1834;Kommune;2007;236;22,41;4;2011;1223;3023,16;4246,16
LURØY VENSTRE;18;1834;Kommune;2007;42;3,99;1;2011;1223;538,02;1761,02
Senterpartiet/Kristelig Folkeparti;18;1835;Kommune;2007;73;39,89;4;2011;1223;935,13;2158,13
Kystpartiet i Rødøy;18;1836;Kommune;2007;84;12,32;2;2011;1223;1076,04;2299,04
Rødøy KrF;18;1836;Kommune;2007;67;9,82;2;2011;1223;858,27;2081,27
Rødøy Senterparti;18;1836;Kommune;2007;238;34,9;6;2011;1223;3048,78;4271,78
Meløy  Arbeiderparti;18;1837;Kommune;2007;1026;33,52;9;2011;1223;13143,06;14366,06
Meløy Fremskrittsparti;18;1837;Kommune;2007;480;15,68;4;2011;1223;6148,8;7371,8
Meløy Høyre;18;1837;Kommune;2007;572;18,69;5;2011;1223;7327,32;8550,32
Meløy KrF;18;1837;Kommune;2007;239;7,81;2;2011;1223;3061,59;4284,59
Meløy Senterparti;18;1837;Kommune;2007;231;7,55;2;2011;1223;2959,11;4182,11
Meløy Sv;18;1837;Kommune;2007;163;5,33;2;2011;1223;2088,03;3311,03
MELØY VENSTRE;18;1837;Kommune;2007;96;3,14;1;2011;1223;1229,76;2452,76
Gildeskål  Arbeiderparti;18;1838;Kommune;2007;279;26,07;4;2011;1223;3573,99;4796,99
Gildeskål Fremskrittsparti;18;1838;Kommune;2007;188;17,57;3;2011;1223;2408,28;3631,28
Gildeskål Høyre;18;1838;Kommune;2007;190;17,76;3;2011;1223;2433,9;3656,9
Gildeskål KrF;18;1838;Kommune;2007;79;7,38;1;2011;1223;1011,99;2234,99
Gildeskål Senterparti;18;1838;Kommune;2007;138;12,9;2;2011;1223;1767,78;2990,78
GILDESKÅL VENSTRE;18;1838;Kommune;2007;90;8,41;2;2011;1223;1152,9;2375,9
Beiarn Senterparti;18;1839;Kommune;2007;108;15,04;2;2011;1223;1383,48;2606,48
Saltdal  Arbeiderparti;18;1840;Kommune;2007;920;40,12;11;2011;1223;11785,2;13008,2
Saltdal Fremskrittsparti;18;1840;Kommune;2007;578;25,21;7;2011;1223;7404,18;8627,18
Saltdal Høyre;18;1840;Kommune;2007;209;9,11;2;2011;1223;2677,29;3900,29
Saltdal KrF;18;1840;Kommune;2007;92;4,01;1;2011;1223;1178,52;2401,52
Saltdal Sv;18;1840;Kommune;2007;210;9,16;3;2011;1223;2690,1;3913,1
SALTDAL VENSTRE;18;1840;Kommune;2007;93;4,06;1;2011;1223;1191,33;2414,33
Fauske  Arbeiderparti;18;1841;Kommune;2007;1303;28,51;9;2011;1223;16691,43;17914,43
Fauske Fremskrittsparti;18;1841;Kommune;2007;888;19,43;6;2011;1223;11375,28;12598,28
Fauske Høyre;18;1841;Kommune;2007;1014;22,19;7;2011;1223;12989,34;14212,34
Fauske KrF;18;1841;Kommune;2007;121;2,65;1;2011;1223;1550,01;2773,01
Fauske Senterparti;18;1841;Kommune;2007;202;4,42;1;2011;1223;2587,62;3810,62
Fauske Sv;18;1841;Kommune;2007;294;6,43;2;2011;1223;3766,14;4989,14
FAUSKE VENSTRE;18;1841;Kommune;2007;384;8,4;3;2011;1223;4919,04;6142,04
Sørfold  Arbeiderparti;18;1845;Kommune;2007;560;55,56;12;2011;1223;7173,6;8396,6
Sørfold Fremskrittsparti;18;1845;Kommune;2007;95;9,42;2;2011;1223;1216,95;2439,95
Sørfold Høyre;18;1845;Kommune;2007;85;8,43;2;2011;1223;1088,85;2311,85
Sørfold Senterparti;18;1845;Kommune;2007;165;16,37;3;2011;1223;2113,65;3336,65
Sørfold Sv;18;1845;Kommune;2007;103;10,22;2;2011;1223;1319,43;2542,43
Steigen  Arbeiderparti;18;1848;Kommune;2007;298;21,39;3;2011;1223;3817,38;5040,38
Steigen Fremskrittsparti;18;1848;Kommune;2007;128;9,19;2;2011;1223;1639,68;2862,68
Steigen KrF;18;1848;Kommune;2007;63;4,52;1;2011;1223;807,03;2030,03
Steigen Senterparti;18;1848;Kommune;2007;482;34,6;6;2011;1223;6174,42;7397,42
Steigen Sv;18;1848;Kommune;2007;127;9,12;2;2011;1223;1626,87;2849,87
STEIGEN VENSTRE;18;1848;Kommune;2007;209;15;2;2011;1223;2677,29;3900,29
Hamarøy Høyre;18;1849;Kommune;2007;202;22,44;4;2011;1223;2587,62;3810,62
Hamarøy Senterparti;18;1849;Kommune;2007;139;15,44;3;2011;1223;1780,59;3003,59
Hamarøy Sv;18;1849;Kommune;2007;59;6,56;1;2011;1223;755,79;1978,79
Senterpartiet;18;1850;Kommune;2007;189;16,79;2;2011;1223;2421,09;3644,09
Tysfjord Sv;18;1850;Kommune;2007;78;6,93;1;2011;1223;999,18;2222,18
Lødingen  Arbeiderparti;18;1851;Kommune;2007;270;22,5;5;2011;1223;3458,7;4681,7
Lødingen Fremskrittsparti;18;1851;Kommune;2007;408;34;7;2011;1223;5226,48;6449,48
Lødingen Høyre;18;1851;Kommune;2007;155;12,92;3;2011;1223;1985,55;3208,55
Lødingen Sv;18;1851;Kommune;2007;196;16,33;3;2011;1223;2510,76;3733,76
LØDINGEN VENSTRE;18;1851;Kommune;2007;71;5,92;1;2011;1223;909,51;2132,51
Tjeldsund  Arbeiderparti;18;1852;Kommune;2007;169;23,02;4;2011;1223;2164,89;3387,89
Tjeldsund Fremskrittsparti;18;1852;Kommune;2007;120;16,35;2;2011;1223;1537,2;2760,2
Tjeldsund Høyre;18;1852;Kommune;2007;226;30,79;6;2011;1223;2895,06;4118,06
Tjeldsund Senterparti;18;1852;Kommune;2007;48;6,54;1;2011;1223;614,88;1837,88
Evenes Fremskrittsparti;18;1853;Kommune;2007;73;10,74;2;2011;1223;935,13;2158,13
Evenes Høyre;18;1853;Kommune;2007;216;31,76;6;2011;1223;2766,96;3989,96
Evenes Senterparti;18;1853;Kommune;2007;135;19,85;3;2011;1223;1729,35;2952,35
Evenes Sv;18;1853;Kommune;2007;64;9,41;2;2011;1223;819,84;2042,84
Ballangen  Arbeiderparti;18;1854;Kommune;2007;287;23,09;4;2011;1223;3676,47;4899,47
Ballangen Fremskrittsparti;18;1854;Kommune;2007;283;22,77;4;2011;1223;3625,23;4848,23
Ballangen Høyre;18;1854;Kommune;2007;251;20,19;3;2011;1223;3215,31;4438,31
Ballangen KrF;18;1854;Kommune;2007;113;9,09;2;2011;1223;1447,53;2670,53
Ballangen Senterparti;18;1854;Kommune;2007;257;20,68;4;2011;1223;3292,17;4515,17
Ballangen Sv;18;1854;Kommune;2007;36;2,9;0;2011;0;461,16;461,16
Værøy KrF;18;1857;Kommune;2007;48;14,29;2;2011;1223;614,88;1837,88
Flakstad  Arbeiderparti;18;1859;Kommune;2007;154;25,08;4;2011;1223;1972,74;3195,74
MILJØPARTIET DE GRØNNE;18;1859;Kommune;2007;23;3,75;0;2011;0;294,63;294,63
Kystpartiet i Vestvågøy;18;1860;Kommune;2007;110;2,47;1;2011;1223;1409,1;2632,1
Vestvågøy Fremskrittsparti;18;1860;Kommune;2007;691;15,5;5;2011;1223;8851,71;10074,71
Vestvågøy Høyre;18;1860;Kommune;2007;969;21,73;8;2011;1223;12412,89;13635,89
Vestvågøy KrF;18;1860;Kommune;2007;473;10,61;4;2011;1223;6059,13;7282,13
Vestvågøy Senterparti;18;1860;Kommune;2007;757;16,98;6;2011;1223;9697,17;10920,17
Vestvågøy Sv;18;1860;Kommune;2007;269;6,03;2;2011;1223;3445,89;4668,89
Kystpartiet i Vågan;18;1865;Kommune;2007;164;3,98;1;2011;1223;2100,84;3323,84
Vågan  Arbeiderparti;18;1865;Kommune;2007;1362;33,05;12;2011;1223;17447,22;18670,22
Vågan Fremskrittsparti;18;1865;Kommune;2007;599;14,54;5;2011;1223;7673,19;8896,19
Vågan Høyre;18;1865;Kommune;2007;863;20,94;7;2011;1223;11055,03;12278,03
Vågan KrF;18;1865;Kommune;2007;95;2,31;1;2011;1223;1216,95;2439,95
Vågan Rød Valgallianse;18;1865;Kommune;2007;333;8,08;3;2011;1223;4265,73;5488,73
Vågan Senterparti;18;1865;Kommune;2007;337;8,18;3;2011;1223;4316,97;5539,97
Vågan Sv;18;1865;Kommune;2007;226;5,48;2;2011;1223;2895,06;4118,06
VÅGAN VENSTRE;18;1865;Kommune;2007;142;3,45;1;2011;1223;1819,02;3042,02
Hadsel  Arbeiderparti;18;1866;Kommune;2007;1040;28,24;7;2011;1223;13322,4;14545,4
Hadsel Fremskrittsparti;18;1866;Kommune;2007;627;17,02;4;2011;1223;8031,87;9254,87
Hadsel Høyre;18;1866;Kommune;2007;288;7,82;2;2011;1223;3689,28;4912,28
Hadsel KrF;18;1866;Kommune;2007;120;3,26;1;2011;1223;1537,2;2760,2
Hadsel Pensjonistparti;18;1866;Kommune;2007;89;2,42;0;2011;0;1140,09;1140,09
Hadsel Senterparti;18;1866;Kommune;2007;353;9,58;3;2011;1223;4521,93;5744,93
Hadsel Sv;18;1866;Kommune;2007;158;4,29;1;2011;1223;2023,98;3246,98
HADSEL VENSTRE;18;1866;Kommune;2007;144;3,91;1;2011;1223;1844,64;3067,64
Bø Fremskrittsparti;18;1867;Kommune;2007;177;11,09;2;2011;1223;2267,37;3490,37
Bø KrF;18;1867;Kommune;2007;43;2,69;0;2011;0;550,83;550,83
Bø Senterparti;18;1867;Kommune;2007;464;29,07;6;2011;1223;5943,84;7166,84
Bø Sv;18;1867;Kommune;2007;94;5,89;1;2011;1223;1204,14;2427,14
BØ VENSTRE;18;1867;Kommune;2007;159;9,96;2;2011;1223;2036,79;3259,79
Øksnes  Arbeiderparti;18;1868;Kommune;2007;509;23,93;5;2011;1223;6520,29;7743,29
Øksnes Fremskrittsparti;18;1868;Kommune;2007;390;18,34;4;2011;1223;4995,9;6218,9
Øksnes Høyre;18;1868;Kommune;2007;93;4,37;1;2011;1223;1191,33;2414,33
Øksnes KrF;18;1868;Kommune;2007;174;8,18;2;2011;1223;2228,94;3451,94
Øksnes Senterparti;18;1868;Kommune;2007;202;9,5;2;2011;1223;2587,62;3810,62
Sortland  Arbeiderparti;18;1870;Kommune;2007;1272;32,9;12;2011;1223;16294,32;17517,32
Sortland Fremskrittsparti;18;1870;Kommune;2007;757;19,58;7;2011;1223;9697,17;10920,17
Sortland Høyre;18;1870;Kommune;2007;821;21,24;7;2011;1223;10517,01;11740,01
Sortland KrF;18;1870;Kommune;2007;139;3,6;1;2011;1223;1780,59;3003,59
Sortland Rød Valgallianse;18;1870;Kommune;2007;173;4,47;2;2011;1223;2216,13;3439,13
Sortland Senterparti;18;1870;Kommune;2007;367;9,49;3;2011;1223;4701,27;5924,27
Sortland Sv;18;1870;Kommune;2007;279;7,22;3;2011;1223;3573,99;4796,99
SORTLAND VENSTRE;18;1870;Kommune;2007;58;1,5;0;2011;0;742,98;742,98
Andøy  Arbeiderparti;18;1871;Kommune;2007;600;23,88;6;2011;1223;7686;8909
Andøy Fremskrittsparti;18;1871;Kommune;2007;263;10,47;2;2011;1223;3369,03;4592,03
Andøy Høyre;18;1871;Kommune;2007;997;39,67;9;2011;1223;12771,57;13994,57
Andøy KrF;18;1871;Kommune;2007;102;4,06;1;2011;1223;1306,62;2529,62
Andøy Senterparti;18;1871;Kommune;2007;309;12,3;3;2011;1223;3958,29;5181,29
Andøy Sv;18;1871;Kommune;2007;99;3,94;1;2011;1223;1268,19;2491,19
ANDØY VENSTRE;18;1871;Kommune;2007;143;5,69;1;2011;1223;1831,83;3054,83
Moskenes  Arbeiderparti;18;1874;Kommune;2007;156;26,44;5;2011;1223;1998,36;3221,36
Moskenes Fremskrittsparti;18;1874;Kommune;2007;48;8,14;1;2011;1223;614,88;1837,88
Moskenes Sv;18;1874;Kommune;2007;39;6,61;1;2011;1223;499,59;1722,59
Kystpartiet i Troms;19;1900;Fylke;2007;2229;3,49;1;2011;44708;64663,29;109371,29
Kystpartiet Ungdom i Troms;19;1900;FylkesUngdom;2007;0;0;0;2011;0;20417,64;20417,64
Miljøpartiet De Grønne;19;1900;Fylke;2007;470;0,74;0;2011;0;13634,7;13634,7
Troms Arbeiderparti;19;1900;Fylke;2007;21339;33,4;12;2011;44708;619044,39;663752,39
Troms AUF;19;1900;FylkesUngdom;2007;0;0;0;2011;0;195465,24;195465,24
Troms Fremskrittpartis Ungdom;19;1900;FylkesUngdom;2007;0;0;0;2011;0;118814,36;118814,36
Troms Fremskrittsparti;19;1900;Fylke;2007;12971;20,3;8;2011;44708;376288,71;420996,71
Troms Høyre;19;1900;Fylke;2007;7736;12,11;5;2011;44708;224421,36;269129,36
Troms Kristelig Folkeparti;19;1900;Fylke;2007;3213;5,03;2;2011;44708;93209,13;137917,13
Troms Rød Ungdom;19;1900;FylkesUngdom;2007;0;0;0;2011;0;22038,96;22038,96
Troms Rød Valgallianse;19;1900;Fylke;2007;2406;3,77;1;2011;44708;69798,06;114506,06
Troms Senterparti;19;1900;Fylke;2007;6338;9,92;4;2011;44708;183865,38;228573,38
Troms Senterungdom;19;1900;FylkesUngdom;2007;0;0;0;2011;0;58056,08;58056,08
Troms SU;19;1900;FylkesUngdom;2007;0;0;0;2011;0;41604,72;41604,72
Troms SV;19;1900;Fylke;2007;4542;7,11;3;2011;44708;131763,42;176471,42
Troms Unge Høyre;19;1900;FylkesUngdom;2007;0;0;0;2011;0;70861,76;70861,76
TROMS UNGE VENSTRE;19;1900;FylkesUngdom;2007;0;0;0;2011;0;22167,2;22167,2
TROMS VENSTRE;19;1900;Fylke;2007;2420;3,79;1;2011;44708;70204,2;114912,2
Harstad  Arbeiderparti;19;1901;Kommune;2007;3059;30,51;13;2011;1223;39185,79;40408,79
Harstad Fremskrittsparti;19;1901;Kommune;2007;2277;22,71;10;2011;1223;29168,37;30391,37
Harstad Høyre;19;1901;Kommune;2007;2301;22,95;10;2011;1223;29475,81;30698,81
Harstad KrF;19;1901;Kommune;2007;307;3,06;1;2011;1223;3932,67;5155,67
Harstad Rød Valgallianse;19;1901;Kommune;2007;420;4,19;2;2011;1223;5380,2;6603,2
Harstad Senterparti;19;1901;Kommune;2007;872;8,7;4;2011;1223;11170,32;12393,32
Harstad Sv;19;1901;Kommune;2007;463;4,62;2;2011;1223;5931,03;7154,03
HARSTAD VENSTRE;19;1901;Kommune;2007;271;2,7;1;2011;1223;3471,51;4694,51
Kystpartiet i Harstad;19;1901;Kommune;2007;55;0,55;0;2011;0;704,55;704,55
Kystpartiet i Tromsø;19;1902;Kommune;2007;263;0,94;0;2011;0;3369,03;3369,03
Miljøpartiet De Grønne;19;1902;Kommune;2007;196;0,7;0;2011;0;2510,76;2510,76
Tromsø  Arbeiderparti;19;1902;Kommune;2007;11030;39,47;18;2011;1223;141294,3;142517,3
Tromsø Fremskrittsparti;19;1902;Kommune;2007;5846;20,92;9;2011;1223;74887,26;76110,26
Tromsø Høyre;19;1902;Kommune;2007;3261;11,67;5;2011;1223;41773,41;42996,41
Tromsø KrF;19;1902;Kommune;2007;1039;3,72;2;2011;1223;13309,59;14532,59
Tromsø Rød Valgallianse;19;1902;Kommune;2007;2217;7,93;4;2011;1223;28399,77;29622,77
Tromsø Senterparti;19;1902;Kommune;2007;875;3,13;1;2011;1223;11208,75;12431,75
Tromsø Sv;19;1902;Kommune;2007;2046;7,32;3;2011;1223;26209,26;27432,26
TROMSØ VENSTRE;19;1902;Kommune;2007;1172;4,19;1;2011;1223;15013,32;16236,32
Kvæfjord  Arbeiderparti;19;1911;Kommune;2007;372;27,93;6;2011;1223;4765,32;5988,32
Kvæfjord Fremskrittsparti;19;1911;Kommune;2007;259;19,44;5;2011;1223;3317,79;4540,79
Kvæfjord Høyre;19;1911;Kommune;2007;122;9,16;2;2011;1223;1562,82;2785,82
Kvæfjord KrF;19;1911;Kommune;2007;39;2,93;0;2011;0;499,59;499,59
Kvæfjord Senterparti;19;1911;Kommune;2007;173;12,99;3;2011;1223;2216,13;3439,13
Kvæfjord Sv;19;1911;Kommune;2007;152;11,41;3;2011;1223;1947,12;3170,12
KVÆFJORD VENSTRE;19;1911;Kommune;2007;215;16,14;4;2011;1223;2754,15;3977,15
Skånland  Arbeiderparti;19;1913;Kommune;2007;548;38,87;6;2011;1223;7019,88;8242,88
Skånland Høyre;19;1913;Kommune;2007;504;35,74;5;2011;1223;6456,24;7679,24
Skånland KrF;19;1913;Kommune;2007;82;5,82;1;2011;1223;1050,42;2273,42
Skånland Sv;19;1913;Kommune;2007;73;5,18;1;2011;1223;935,13;2158,13
SKÅNLAND VENSTRE;19;1913;Kommune;2007;75;5,32;1;2011;1223;960,75;2183,75
Ibestad Høyre;19;1917;Kommune;2007;112;13,38;2;2011;1223;1434,72;2657,72
Samarbeidslista mellom Ibestad Arbeiderparti, Ibestad Senterparti og Ibestad Venstre;19;1917;Kommune;2007;332;39,67;8;2011;1223;4252,92;5475,92
Gratangen  Arbeiderparti;19;1919;Kommune;2007;372;56,02;8;2011;1223;4765,32;5988,32
Gratangen Fremskrittsparti;19;1919;Kommune;2007;56;8,43;1;2011;1223;717,36;1940,36
Gratangen Senterparti;19;1919;Kommune;2007;200;30,12;5;2011;1223;2562;3785
Lavangen Høyre;19;1920;Kommune;2007;91;15,99;2;2011;1223;1165,71;2388,71
Lavangen KrF;19;1920;Kommune;2007;74;13,01;2;2011;1223;947,94;2170,94
Lavangen Senterparti;19;1920;Kommune;2007;124;21,79;3;2011;1223;1588,44;2811,44
Bardu  Arbeiderparti;19;1922;Kommune;2007;500;27,01;7;2011;1223;6405;7628
Bardu Fremskrittsparti;19;1922;Kommune;2007;189;10,21;3;2011;1223;2421,09;3644,09
Bardu Høyre;19;1922;Kommune;2007;275;14,86;4;2011;1223;3522,75;4745,75
Bardu Senterparti;19;1922;Kommune;2007;706;38,14;9;2011;1223;9043,86;10266,86
Bardu Sv;19;1922;Kommune;2007;76;4,11;1;2011;1223;973,56;2196,56
BARDU VENSTRE;19;1922;Kommune;2007;61;3,3;1;2011;1223;781,41;2004,41
Salangen  Arbeiderparti;19;1923;Kommune;2007;327;30,11;6;2011;1223;4188,87;5411,87
Salangen Høyre;19;1923;Kommune;2007;66;6,08;1;2011;1223;845,46;2068,46
Salangen Senterparti;19;1923;Kommune;2007;633;58,29;11;2011;1223;8108,73;9331,73
FELLESLISTA SV/RV;19;1924;Kommune;2007;177;6,78;2;2011;1223;2267,37;3490,37
Målselv Fremskrittsparti;19;1924;Kommune;2007;432;16,54;5;2011;1223;5533,92;6756,92
Målselv Høyre;19;1924;Kommune;2007;254;9,72;3;2011;1223;3253,74;4476,74
Målselv Senterparti;19;1924;Kommune;2007;365;13,97;4;2011;1223;4675,65;5898,65
MÅLSELV VENSTRE;19;1924;Kommune;2007;209;8;2;2011;1223;2677,29;3900,29
Sørreisa  Arbeiderparti;19;1925;Kommune;2007;398;24,69;5;2011;1223;5098,38;6321,38
Sørreisa Fremskrittsparti;19;1925;Kommune;2007;243;15,07;3;2011;1223;3112,83;4335,83
Sørreisa Høyre;19;1925;Kommune;2007;235;14,58;3;2011;1223;3010,35;4233,35
Sørreisa KrF;19;1925;Kommune;2007;69;4,28;1;2011;1223;883,89;2106,89
Sørreisa Senterparti;19;1925;Kommune;2007;114;7,07;2;2011;1223;1460,34;2683,34
Sørreisa Sv;19;1925;Kommune;2007;72;4,47;1;2011;1223;922,32;2145,32
Dyrøy KrF;19;1926;Kommune;2007;38;6,13;1;2011;1223;486,78;1709,78
Dyrøy Senterparti;19;1926;Kommune;2007;87;14,03;2;2011;1223;1114,47;2337,47
Dyrøy Sv;19;1926;Kommune;2007;68;10,97;2;2011;1223;871,08;2094,08
Tranøy  Arbeiderparti;19;1927;Kommune;2007;340;37,99;7;2011;1223;4355,4;5578,4
Tranøy Fremskrittsparti;19;1927;Kommune;2007;101;11,28;2;2011;1223;1293,81;2516,81
Tranøy Høyre;19;1927;Kommune;2007;49;5,47;1;2011;1223;627,69;1850,69
Tranøy Senterparti;19;1927;Kommune;2007;230;25,7;4;2011;1223;2946,3;4169,3
Tranøy Sv;19;1927;Kommune;2007;100;11,17;2;2011;1223;1281;2504
TRANØY VENSTRE;19;1927;Kommune;2007;59;6,59;1;2011;1223;755,79;1978,79
Kystpartiet i Torsken;19;1928;Kommune;2007;69;12,59;2;2011;1223;883,89;2106,89
Torsken Høyre;19;1928;Kommune;2007;33;6,02;1;2011;1223;422,73;1645,73
Torsken Senterparti;19;1928;Kommune;2007;157;28,65;4;2011;1223;2011,17;3234,17
Berg Arbeiderparti;19;1929;Kommune;2007;211;37,68;6;2011;1223;2702,91;3925,91
Berg Fremskrittsparti;19;1929;Kommune;2007;31;5,54;1;2011;1223;397,11;1620,11
Berg Høyre;19;1929;Kommune;2007;56;10;1;2011;1223;717,36;1940,36
Lenvik  Arbeiderparti;19;1931;Kommune;2007;1365;30,5;9;2011;1223;17485,65;18708,65
