aar,video_url,kommune,tittel,tema,hva_er_spesielt,folelse,antrekk,type_bygg_og_industri,type_historisk,type_natur_og_idrett,type_kunst_og_haandverk,type_idrett_og_fysisk_aktivitet,tema_samlere_entusiaster_og_oppfinnere,tema_vitenskap,relasjoner,type_musikere,type_mat,type_dyr,antall_menn,antall_kvinner,tema_natur_og_friluftsliv,tema_kjop_og_salg,type_landbruk_og_fiske,offentlige_tjenester_og_veldedighet,hovedperson1_kjonn,hovedperson2_kjonn,hovedperson3_kjonn,hovedperson1_alder,hovedperson2_alder,hovedperson3_alder,tema_politikk_og_media
1977,https://tv.nrk.no/serie/norge-rundt/FREP43007777/11-06-1977#t=21m57s,Kåfjord,Manndalen: Grenevev,Kunst og Håndverk,,,,,,,Veving,,,,,,,,,7,,,,,Kvinne,,,40 til 50,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43007777/11-06-1977#t=26m43s,Tysnes,Eg heiter Anne Knutsdotter,Musikk,,Elsker,"Caps, Strikkekofte",,,,,,,,,"Fele, Musikkvideo, Sang",,,1,1,,,,,Kvinne,Mann,,20 til 30,60 til 70,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43007877/25-06-1977#t=53s,Oslokommune,Sommer i hovedstaden,Ukategoriserbart,,,"Caps, Slips, Uniform",,,,,,,,,,,,,,,,,,,,,,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43007977/09-07-1977#t=2m46s,Engerdal,Sylen: Avsides gård i Femundmarka,Ukategoriserbart,"Isolasjon fra samfunnet, Personlighet",,Caps,,,,,,,,,,,,3,,,,,,Mann,Kvinne,,70 til 80,50 til 60,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43007977/09-07-1977#t=8m45s,Lillesand,Justøy: bibelcamping,Natur og friluftsliv,Religiøst,,"Caps, Hatt",,,,,,,,,,,,30,30,"Camping, Turisme",,,,Mann,,,40 til 50,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43007977/09-07-1977#t=13m52s,Kongsberg,Numedalsbanen,Ukategoriserbart,,,"Busserull, Hatt, Uniform",,,,,,,,,,,,20,10,,,,,Mann,Mann,Mann,40 til 50,40 til 50,80 til 90,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43007977/09-07-1977#t=20m51s,Nordreisa,Njalla'zi: Uranboring foreslått i naturreservat,Natur og friluftsliv,,,Caps,,,,,,,,,,,,10,,Vern,,,,Mann,,,40 til 50,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43007977/09-07-1977#t=24m47s,Stranda,Hellesylt: Treskjærer Oddvin Parr,Kunst og Håndverk,,,,,,,Treskjærer,,,,,,,,1,,,,,,Mann,,,50 til 60,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43007977/09-07-1977#t=30m2s,Utlandet,Ånge: Pensjonister bytter hus i ferien,Ukategoriserbart,,,Hatt,,,,,,,,,,,,6,20,,,,,Mann,Kvinne,,50 til 60,80 til 90,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43008077/23-07-1977#t=2m51s,Etne,Ljåsmiing og ljåbruk,Kunst og Håndverk,"Nerdefaktor, Personlighet",,Caps,,,,"Redskap, Smed",,,,,,,,8,,,,,,Mann,Mann,,50 til 60,60 til 70,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43008077/23-07-1977#t=11m,Horten,Blåskjelldyrking blant blåkrager,Mat,Spesielle kombinasjoner,,"Caps, Uniform",,,,,,,,,,Blåskjell,,6,3,,,,,Mann,,,50 til 60,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43008077/23-07-1977#t=16m22s,Rennebu,Nerskogen: Nydyrking av jord,Landbruk og fiske,,,"Bunad, Caps, Hatt, Strikkekofte",,,,,,,,,,,,2,,,,Åker og jorder og nydyrking,,Mann,Mann,,80 til 90,20 til 30,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43008077/23-07-1977#t=21m25s,Seljord,Sparkstøttinger til sommerbruk,Samlere entusiaster og oppfinnere,"Grunder, Personlighet, Spesielle kombinasjoner",,Caps,,,,,,Oppfinnelser,,,,,,7,2,,,,,Kvinne,Mann,,80 til 90,60 til 70,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43008077/23-07-1977#t=26m11s,Hasvik,Breivik: Nytt liv i fraflyttingssamfunn på Sørøy,Ukategoriserbart,,,Caps,,,,,,,,,,,,20,2,,,,,Mann,Kvinne,Mann,30 til 40,30 til 40,20 til 30,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43008177/06-08-1977#t=3m1s,Kristiansand,Tropehest i Dyreparken,Dyr,,Redd,,,,,,,,,,,,"Aper, eksotiske dyr, Krokodiller, Papegøye, Slange",10,10,,,,,Mann,,,20 til 30,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43008177/06-08-1977#t=8m48s,Frosta,Bygdeauksjon,Ukategoriserbart,,Ler,"Caps, Hatt, Slips",,,,,,,,,,,,30,30,,,,,Mann,,,70 til 80,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43008177/06-08-1977#t=13m28s,Rakkestad,Veving og keramikk,Kunst og Håndverk,Spesielle kombinasjoner,,,,,,"Keramikk, Veving, Utstilling",,,,,,,,,2,,,,,Kvinne,Kvinne,,30 til 40,30 til 40,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43008177/06-08-1977#t=18m20s,Stranda,Veteranbiler på tur til Briksdalsbreen,Samlere entusiaster og oppfinnere,Rare arrangement eller klubber eller foreninger,,"Caps, Hatt, Strikkekofte",,,,,,Biler,,,,,,20,8,,,,,,,,,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43008177/06-08-1977#t=25m3s,Stavanger,Torgsteming,Ukategoriserbart,,,Strikkekofte,,,,,,,,,,,,1,10,,,,,Kvinne,,,70 til 80,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43008177/06-08-1977#t=29m20s,Kongsvinger,Krepsesesongen tar til,Natur og friluftsliv,,,Hatt,,,,,,,,,,,,5,2,Krepsefiske,,,,Mann,Kvinne,Mann,40 til 50,30 til 40,30 til 40,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43008277/20-08-1977#t=2m46s,Skien,Blåbærplukking,Natur og friluftsliv,,,,,,,,,,,,,,,2,3,"Bærplukking, Friluftsliv",,,,Kvinne,Kvinne,,20 til 30,50 til 60,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43008277/20-08-1977#t=7m22s,Tromsø,Brilleproduksjon,Kjøp og salg,Grunder,,Slips,,,,,,,,,,,,3,2,,"Småskalaproduksjon, Spesialbutikk",,,Mann,,,30 til 40,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43008277/20-08-1977#t=11m52s,Oslokommune,Hovedøya - folkepark for Oslo?,Ukategoriserbart,,,"Hatt, Slips",,,,,,,,,,,,4,3,,,,,Mann,,,80 til 90,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43008277/20-08-1977#t=17m3s,Stavanger,Bybrua - nytt landemerke,Bygg og industri,,,"Hjelm, Kjeledress","Anlegg, Bro",,,,,,,,,,,10,,,,,,Mann,Mann,Mann,30 til 40,20 til 30,60 til 70,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43008277/20-08-1977#t=22m1s,Sund,Sotra: På vei inn i en ny tid,Ukategoriserbart,,Ler,"Caps, Hatt, Kjeledress, Strikkekofte, Uniform",,,,,,,,,,,,30,30,,,,,Mann,,,30 til 40,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43008277/20-08-1977#t=28m15s,Lillesand,Kjøpmannsvik: 92-årig kjøpmann i fullt arbeid,Kjøp og salg,"Alder, Personlighet",,"Caps, Slips",,,,,,,,,,,,2,2,,Butikk,,,Mann,,,90 til 100,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003177/03-09-1977#t=2m28s,Rissa,Mangt er mat,Mat,,"Wow, Redd",,,,,,,,,,,Er dette mat?,,,,,,,,Mann,,,40 til 50,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003177/03-09-1977#t=5m57s,Holmestrand,Båter i opplag,Bygg og industri,,,"Hjelm, Kjeledress",Skip,,,,,,,,,,,9,,,,,,Mann,Mann,,50 til 60,50 til 60,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003177/03-09-1977#t=11m46s,Saltdal,Saltfjellet - nasjonalpark eller vannkraft?,Natur og friluftsliv,,,"Hatt, Strikkekofte",,,,,,,,,,,,1,,Vern,,,,Mann,Mann,Mann,40 til 50,50 til 60,60 til 70,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003177/03-09-1977#t=17m49s,Eide,Vevang: Impulsbåten i Møre og Romsdal,Kunst og Håndverk,,,Hatt,,,,"Dukketeater, Lær, Teater og forestillinger, Andre materialer",,,,,,,,10,10,,,,,Mann,Mann,,20 til 30,40 til 50,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003177/03-09-1977#t=22m55s,Porsanger,Lakselv: Flyoppsyn på Finnmarksvidda,Offentlige tjenester og veldedighet,Spesielle kombinasjoner,,Uniform,,,,,,,,,,,,6,,,,,Politi,Mann,,,40 til 50,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003177/03-09-1977#t=27m22s,Kvitsøy,Amatørrevy,Kunst og Håndverk,,,,,,,Teater og forestillinger,,,,,,,,10,10,,,,,Mann,,,40 til 50,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43007877/25-06-1977#t=3m57s,Årdal,Smelteverk i sommervarmen,Bygg og industri,,,"Hjelm, Kjeledress",Fabrikk,,,,,,,,,,,20,8,,,,,Mann,Kvinne,Mann,20 til 30,20 til 30,60 til 70,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43007877/25-06-1977#t=11m31s,Bodø,Fallskjermhopping,Idrett og fysisk aktivitet,,Ler,Hjelm,,,,,Fallskjerm,,,,,,,5,1,,,,,Mann,Mann,,15 til 20,30 til 40,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43007877/25-06-1977#t=17m23s,Farsund,Sørlandet: Listerskøyta,Kunst og Håndverk,,,"Caps, Hatt, Skinnlue, Uniform",,,,"Båt, Rekonstruksjon",,,,,,,,20,20,,,,,,,,,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43007877/25-06-1977#t=23m22s,Trondheim,Familiedugnad i nybyggerfelt,Bygg og industri,,,"Caps, Kjeledress",Bygg,,,,,,,,,,,5,3,,,,,Kvinne,Mann,,20 til 30,15 til 20,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP43007877/25-06-1977#t=28m3s,Øystre Slidre,Valdres: Utgraving av gamle kirkeruiner,Historisk,,,Bunad,,"Arkeologi, Kirkebygg",,,,,,,,,,5,5,,,,,Mann,Mann,,15 til 20,30 til 40,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003277/17-09-1977#t=2m16s,Oslokommune,Avskjed med Stortinget,Politikk og media,Personlighet,,Slips,,,,,,,,,,,,1,,,,,,Mann,,,60 til 70,,,Møte med politiker
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003277/17-09-1977#t=8m13s,Ukjent sted,Finnskogen: Lindyrking og veving,Kunst og Håndverk,"Isolasjon fra samfunnet, Personlighet","Elsker, Wow",Strikkekofte,,,,"Hekling, Lin",,,,,,,,1,1,,,,,Kvinne,Mann,,80 til 90,80 til 90,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003277/17-09-1977#t=14m25s,Molde,Aktivt forbruker- og heimstellskontor,Offentlige tjenester og veldedighet,,,,,,,,,,,,,,,10,20,,,,"Forbruker, Skole og barnehage",Mann,Mann,Mann,30 til 40,20 til 30,10 til 15,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003277/17-09-1977#t=21m46s,Ringerike,Veiprosjekt på 700 mål erstatningsjord,Bygg og industri,,,"Busserull, Caps, Slips",Vei,,,,,,,,,,,,,,,,,Mann,Mann,Mann,40 til 50,60 til 70,30 til 40,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003277/17-09-1977#t=26m32s,Flora,Svanøy: Plantefargingskurs,Kunst og Håndverk,,,Hatt,,,,"Garn til håndarbeid, Plantefarging",,,,,,,,,10,,,,,Kvinne,Kvinne,,40 til 50,20 til 30,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003377/01-10-1977#t=57s,Oslokommune,"Harald Heide Steen jr som representant for ""Elgforbundet""",Ukategoriserbart,,Ler,,,,,,,,,,,,,1,,,,,,Mann,,,40 til 50,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003377/01-10-1977#t=2m53s,Saltdal,Saltfjellet: Reinsanking,Landbruk og fiske,,,"Caps, Samiske klær, Skinnlue",,,,,,,,,,,,10,4,,,Reindrift,,Mann,Mann,Kvinne,30 til 40,50 til 60,70 til 80,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003377/01-10-1977#t=10m9s,Kristiansand,Sørlandet RC Modellflyklubb,Samlere entusiaster og oppfinnere,,,Caps,,,,,,Modellfly,,,,,,8,,,,,,,,,,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003377/01-10-1977#t=15m34s,Bergen,Pasienter på venteliste,Offentlige tjenester og veldedighet,,,Slips,,,,,,,,,,,,2,10,,,,Helsetjenester,Mann,Mann,,60 til 70,50 til 60,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003377/01-10-1977#t=21m15s,Oslokommune,Biltrafikk og togtrafikk i Oslo havn,Offentlige tjenester og veldedighet,,,"Hjelm, Slips, Uniform",,,,,,,,,,,,4,,,,,Jernbane,Mann,Mann,Mann,40 til 50,60 til 70,50 til 60,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003377/01-10-1977#t=26m11s,Ål,Hallingdal: Uvanlig sykkelsport,Idrett og fysisk aktivitet,Spesiell jobb,Wow,"Caps, Hjelm",,,,,Sykling,,,,,,,3,,,,,,Mann,,,30 til 40,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003477/15-10-1977#t=1m1s,Søndre Land,Hov i Land: Høstvise,Musikk,,,,,,,,,,,,"Gitar, Musikkvideo, Sang",,,1,,,,,,Mann,,,20 til 30,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003477/15-10-1977#t=3m57s,Vadsø,"Reketråleren ""Bølgen""",Landbruk og fiske,,,"Caps, Skinnlue",,,,,,,,,,,,2,,,,Rekefiske,,Mann,Mann,,60 til 70,50 til 60,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003477/15-10-1977#t=11m51s,Rana,Mi i Rana: Rana Blads gamle avispresse til museum,Historisk,,,,,"Avispresse, Museum",,,,,,,,,,3,,,,,,Mann,,,50 til 60,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003477/15-10-1977#t=17m16s,Eide,Hustadvika: Tang og tare,Landbruk og fiske,,,"Caps, Hatt, Slips",,,,,,,,,,,,5,1,,,Tang og tare,,Mann,Mann,,50 til 60,40 til 50,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003477/15-10-1977#t=24m15s,Gausdal,Riving eller freding av Kornhaug,Historisk,,,Slips,,Bygninger,,,,,,,,,,3,,,,,,Mann,,,60 til 70,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003477/15-10-1977#t=30m31s,Kristiansand,Brukskunstsenter,Kunst og Håndverk,,,,,,,"Gullsmed, Keramikk, Sying, Veving, Utstillinger og galleri",,,,,,,,10,5,,,,,Kvinne,Kvinne,,30 til 40,30 til 40,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003577/29-10-1977#t=53s,Oslokommune,Forkjølelse,Offentlige tjenester og veldedighet,,,Slips,,,,,,,,,,,,1,,,,,Helsetjenester,Mann,,,60 til 70,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003577/29-10-1977#t=2m24s,Østre Toten,Lena: Totenklokker,Kunst og Håndverk,"Hjemmelaget, Nerdefaktor",,,,,,"Klokkemaker, Redskap",,,,,,,,1,,,,,,Mann,,,80 til 90,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003577/29-10-1977#t=9m31s,Drammen,Bingen: Nytt klubbhus,Idrett og fysisk aktivitet,,,,,,,,Fotball,,,,,,,10,5,,,,,Kvinne,Kvinne,Mann,10 til 15,10 til 15,40 til 50,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003577/29-10-1977#t=14m,Sør-Varanger,Bjørnevatn: Malmtog,Ukategoriserbart,,,Caps,,,,,,,,,,,,3,,,,,,Mann,,,70 til 80,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003577/29-10-1977#t=20m49s,Trondheim,Nye studentboliger,Offentlige tjenester og veldedighet,,,,,,,,,,,,,,,,2,,,,Skole og barnehage,Kvinne,Mann,,20 til 30,20 til 30,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003577/29-10-1977#t=25m42s,Hyllestad,Hyllestad i Sogn,Ukategoriserbart,,,"Hjelm, Slips",,,,,,,,,,,,10,,,,,,Mann,Mann,,80 til 90,60 til 70,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003677/12-11-1977#t=54s,Klepp,Sele på Jæren: Vindharpe,Musikk,Spesielle kombinasjoner,Wow,,,,,,,,,,Ting som ikke er instrument,,,1,,,,,,Mann,,,50 til 60,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003677/12-11-1977#t=6m25s,Oslokommune,Om været,Natur og friluftsliv,,Ler,Slips,,,,,,,,,,,,1,,"Årstider og vakker natur, Vær",,,,Mann,,,40 til 50,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003677/12-11-1977#t=8m29s,Sør-Varanger,Grense Jakobselv,Politikk og media,,Trist,"Skinnlue, Uniform",,,,,,,,,,,,5,2,,,,,Kvinne,Mann,Kvinne,70 til 80,80 til 90,60 til 70,Distriktspolitikk
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003677/12-11-1977#t=15m21s,Bærum,Sandvika: Flytting av Løkke bro,Ukategoriserbart,,,"Caps, Hjelm, Slips",,,,,,,,,,,,5,,,,,,Mann,,,70 til 80,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003677/12-11-1977#t=20m52s,Rauma,Isfjorden: Maling av korn,Mat,,,Caps,,,,,,,,,,"Diverse tradisjonsmat, Grøt, Korn",,2,1,,,,,Mann,,,50 til 60,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003677/12-11-1977#t=26m28s,Bjugn,Tarva: Steinaldersau,Landbruk og fiske,,,"Caps, Kjeledress",,,,,,,,,,,,3,,,,Sauehold,,Mann,,,30 til 40,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003777/26-11-1977#t=1m33s,Sør-Aurdal,Hedalen: Sprintsauen,Landbruk og fiske,,Ler,Hatt,,,,,,,,,,,,1,,,,Sauehold,,Mann,,,40 til 50,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003777/26-11-1977#t=4m3s,Bø (Telem.),Bygget sin egen stavkirke,Kunst og Håndverk,,,,,,,"Lafting, Rekonstruksjon, Snekring, Treskjærer",,,,,,,,1,,,,,,Mann,,,60 til 70,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003777/26-11-1977#t=9m12s,Rendalen,Avløserorning i eldreomsorgen,Offentlige tjenester og veldedighet,,,,,,,,,,,,,,,,7,,,,Eldreomsorg,Kvinne,Kvinne,,40 til 50,80 til 90,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003777/26-11-1977#t=14m54s,Holmestrand,Portforbud for ungdom,Politikk og media,,Wow,,,,,,,,,,,,,10,10,,,,,Mann,Mann,,15 til 20,20 til 30,,Ungdomspolitikk
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003777/26-11-1977#t=18m10s,Vindafjord,Vaktelfarm i Skjold,Dyr,,,,,,,,,,,,,,"Fugl, Vaktel",,1,,,,,Kvinne,,,30 til 40,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003777/26-11-1977#t=23m10s,Sandøy,Harøya: Vevstuekollektiv,Kunst og Håndverk,,,Hatt,,,,Veving,,,,,,,,,8,,,,,Kvinne,Kvinne,,60 til 70,20 til 30,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003777/26-11-1977#t=28m22s,Ringerike,Åsbygda: UFO over Åsbygda?,Ukategoriserbart,,Ler,,,,,,,,,,,,,3,1,,,,,Mann,Kvinne,Mann,30 til 40,60 til 70,20 til 30,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003877/10-12-1977#t=1m2s,Svalbard,Longyearbyen: Svalbardposten,Politikk og media,,,,,,,,,,,,,,,2,1,,,,,Mann,,,30 til 40,,,Avis
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003877/10-12-1977#t=5m22s,Kristiansand,Det gamle kretsfengselet skal rives,Historisk,,Ler,Slips,,Bygninger,,,,,,,,,,2,,,,,,Mann,Mann,,70 til 80,70 til 80,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003877/10-12-1977#t=11m53s,Sandnes,Figgjo: Rasjonalisering hos produsent av sportsklær,Bygg og industri,,,,Tekstilproduksjon,,,,,,,,,,,,10,,,,,Kvinne,,,50 til 60,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003877/10-12-1977#t=16m16s,Torsken,Grunnfarnes: Møte med kjøpmann Alfred Pedersen,Kjøp og salg,Personlighet,,"Caps, Hatt",,,,,,,,,,,,7,2,,Butikk,,,Mann,,,40 til 50,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003877/10-12-1977#t=21m26s,Vefsn,Mosjøen: Dårlig drikkevann,Offentlige tjenester og veldedighet,,Ler,"Caps, Hatt, Slips",,,,,,,,,,,,5,3,,,,,Kvinne,Mann,Mann,60 til 70,70 til 80,50 til 60,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003877/10-12-1977#t=27m15s,Oslokommune,Slakting av gris til jul,Mat,,Wow,,,,,,,,,,,Svin,,10,,,,,,Mann,,,40 til 50,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003977/24-12-1977#t=2m37s,Oslokommune,Juleforberedelser med pakistanske barn,Offentlige tjenester og veldedighet,,,,,,,,,,,,,,,3,7,,,,"Integrering, Veldedighet",Kvinne,,,10 til 15,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003977/24-12-1977#t=5m59s,Mandal,Jente skriver julebrev til faren,Ukategoriserbart,,Elsker,,,,,,,,,Familie,,,,1,3,,,,,Kvinne,,,10 til 15,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003977/24-12-1977#t=10m52s,Levanger,Skogn: Juleforberedelser,Kunst og Håndverk,,Elsker,,,,,Jul,,,,,,,,10,10,,,,,Mann,,,0 til 5,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003977/24-12-1977#t=15m18s,Fredrikstad,Juleball for barn og foreldre,Idrett og fysisk aktivitet,,Elsker,"Paljetter, Slips",,,,,Dans,,,,,,,75,75,,,,,,,,,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003977/24-12-1977#t=18m19s,Bergen,Loddefjord,Offentlige tjenester og veldedighet,,,,,,,,,,,,,,,20,20,,,,"Skole og barnehage, Veldedighet",Mann,,,10 til 15,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003977/24-12-1977#t=21m29s,Oslokommune,Pakking av barnetimeboka,Kunst og Håndverk,,,,,,,Bok,,,,,,,,3,3,,,,,,,,,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003977/24-12-1977#t=23m15s,Tromsø,Eventyrneset: Fra gården til Øyvind Dahl,Ukategoriserbart,Personlighet,Elsker,Hatt,,,,,,,,,,,,2,1,,,,,Mann,Kvinne,Mann,70 til 80,5 til 10,5 til 10,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003977/24-12-1977#t=28m37s,Stange,Åkershagan: Juleforberedelser,Offentlige tjenester og veldedighet,,Elsker,Busserull,,,,,,,,Terapi,,,,5,10,,,,Skole og barnehage,,,,,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003977/24-12-1977#t=33m29s,Sandøy,Orten: Peggy 7 år,Ukategoriserbart,Personlighet,Elsker,,,,,,,,,Familie,,,,,3,,,,,Kvinne,,,5 til 10,,,
1977,https://tv.nrk.no/serie/norge-rundt/FREP45003977/24-12-1977#t=38m34s,Kongsvinger,Eventyrhus hvor det lages nisser,Kunst og Håndverk,,,,,,,Jul,,,,,,,,,1,,,,,Kvinne,,,50 til 60,,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004677/06-01-1978#t=4m26s,Namsos,Nord-Trøndelag husflidsskole,Kunst og Håndverk,Spesielle kombinasjoner,,,,,,"Garn til håndarbeid, Andre materialer",,,,,,,,,6,,,,,Kvinne,,,30 til 40,,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004677/06-01-1978#t=9m43s,Lindås,Mongstad: Fra oljeraffineriet,Bygg og industri,,,,Olje,,,,,,,,,,,5,,,,,,Mann,,,30 til 40,,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004677/06-01-1978#t=13m51s,Oslokommune,Nonnekloster på Lunden,Ukategoriserbart,Religiøst,,Uniform,,,,,,,,,,,,1,10,,,,,Kvinne,,,30 til 40,,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004677/06-01-1978#t=20m43s,Kristiansand,Verksted som lager vekter,Kunst og Håndverk,Religiøst,,,,,,Andre materialer,,,,,,,,1,,,,,,Mann,,,70 til 80,,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004677/06-01-1978#t=25m45s,Oslokommune,Radarbriller for blinde,Samlere entusiaster og oppfinnere,,Wow,,,,,,,Oppfinnelser,,,,,,2,,,,,,Mann,,,20 til 30,,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004778/20-01-1978#t=2m48s,Tranøy,Ordfører Lyder Johan Nilssen om å bli stortingspolitiker,Politikk og media,,,Skinnlue,,,,,,,,,,,,1,,,,,,Mann,,,60 til 70,,,Møte med politiker
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004778/20-01-1978#t=5m41s,Hol,Geilo: Moderne øksesmie og smie på gården Kleiven i Skurdalen,Kunst og Håndverk,,,Caps,,,,Smed,,,,,,,,3,,,,,,Mann,,,80 til 90,,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004778/20-01-1978#t=11m31s,Ukjent sted,Vesterålen: Los på hurtigruta Kong Olav,Ukategoriserbart,"Personlighet, Spesiell jobb",,Uniform,,,,,,,,,,,,4,,,,,,Mann,Mann,,50 til 60,30 til 40,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004778/20-01-1978#t=16m58s,Trysil,Valdres/ Trysil: Instrumentstrenger av sauetarmer og gitarfabrikk,Kunst og Håndverk,Spesielle kombinasjoner,,,,,,"Gitarmaker, Instrumentmaking, Andre materialer",,,,,,,,2,1,,,,,Mann,Mann,,50 til 60,70 til 80,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004778/20-01-1978#t=23m11s,Bergen,Byttebutikk i Åsane,Kjøp og salg,,,"Hatt, Hjelm, Strikkekofte",,,,,,,,,,,,4,6,,Loppemarked og gjenbruk,,,Kvinne,Mann,,40 til 50,30 til 40,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004778/20-01-1978#t=29m20s,Nannestad,Bygdespeilet - kommunal informasjonsavis,Politikk og media,,,"Busserull, Caps, Skinnlue, Strikkekofte",,,,,,,,,,,,7,3,,,,,Mann,,,60 til 70,,,Avis
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004878/03-02-1978#t=1m50s,Drammen,Konnerud: NM på ski,Ukategoriserbart,,,Uniform,,,,,,,,,,,,10,10,,,,,Mann,Mann,Mann,40 til 50,40 til 50,40 til 50,
