tailid,intcode,phone,phonecomment,type
22875,+47,35 94 89 20,,Telefon
22876,+47,35 96 56 50,,Telefon
22877,+47,35 05 92 40,,Telefon
22878,+47,35 99 78 00,,Telefon
22879,+47,35 06 71 21,,Telefon
22881,+47,35 98 50 90,,Telefon
22882,+47,35 06 81 38,kontor,Telefon
22882,+47,35 06 81 39,,Telefon
22883,+47,35 04 84 95,,Telefon
22884,+47,35 01 56 90,,Telefon
23030,+47,69 11 60 70,,Telefon
23046,+47,57 73 80 17,,Telefon
23071,+47,57 84 51 30,,Telefon
23080,+47,57 71 85 60,,Telefon
23130,+47,22 09 27 00,,Telefon
23159,+47,23 24 46 30,,Telefon
23161,+47,05003,,Telefon
23161,+47,22 05 40 00,,Telefon
23163,+47,64 90 44 50,,Telefon
23168,+47,57 68 56 53,,Telefon
23332,+47,35 02 33 70,,Telefon
23418,+47,32 08 51 20,,Telefon
23452,+47,32 86 68 50,,Telefon
23453,+47,934 00 047,,Telefon
23456,+47,32 22 02 60,,Telefon
23459,+47,32 78 94 23,,Telefon
23462,+47,32 23 69 00,,Telefon
23464,+47,32 06 85 00,,Telefon
23469,+47,31 02 42 20,,Telefon
23471,+47,32 11 75 00,,Telefon
23474,+47,31 02 32 03,,Telefon
23475,+47,31 28 14 84,,Telefon
23479,+47,32 16 11 33,,Telefon
23480,+47,32 27 82 00,,Telefon
23481,+47,32 71 02 40,,Telefon
23483,+47,32 25 12 02,,Telefon
23486,+47,61 14 15 07,,Telefon
23488,+47,61 27 86 23,,Telefon
23490,+47,61 35 25 20,,Telefon
23490,+47,61 35 25 36,,Telefon
23494,+47,61 32 44 30,,Telefon
23497,+47,32 04 54 00,,Telefon
23499,+47,31 02 22 10,,Telefon
23502,+47,32 05 36 50,,Telefon
23504,+47,32 02 92 80,,Telefon
23505,+47,31 40 89 50,,Telefon
23508,+47,32 09 12 66,,Telefon
23523,+47,61 24 26 90,,Telefon
23525,+47,61 18 96 00,,Telefon
23526,+47,61 24 41 69,,Telefon
23527,+47,61 35 90 20,,Telefon
23527,+47,61 35 90 21,,Telefon
23528,+47,61 28 04 08,,Telefon
23529,+47,61 12 66 50,,Telefon
23530,+47,61 36 85 66,,Telefon
23531,+47,61 29 36 30,,Telefon
23532,+47,61 12 13 00,,Telefon
23532,+47,61 12 13 47,,Telefon
23536,+47,61 24 71 40,,Telefon
23539,+47,61 21 62 20,,Telefon
23540,+47,61 70 08 70,,Telefon
23541,+47,61 34 87 40,,Telefon
23545,+47,61 34 50 39,,Telefon
23546,+47,61 31 23 11,,Telefon
23548,+47,61 21 16 30,,Telefon
23548,+47,61 21 73 58,studiesenter,Telefon
23550,+47,61 11 61 60,,Telefon
23550,+47,61 11 61 83,,Telefon
23552,+47,61 29 91 40,,Telefon
23554,+47,61 15 34 10,,Telefon
23575,+47,63 80 70 00,,Telefon
23581,+47,62 49 10 18,,Telefon
23582,+47,62 51 08 70,,Telefon
23583,+47,62 47 01 40,,Telefon
23584,+47,62 57 31 00,,Telefon
23585,+47,62 96 80 10,,Telefon
23586,+47,62 42 40 80,,Telefon
23587,+47,61 22 44 46,,Telefon
23606,+47,23 19 19 40,,Telefon
23614,+47,62 43 30 90,,Telefon
23615,+47,62 80 80 79,,Telefon
23616,+47,62 49 65 34,,Telefon
23618,+47,62 48 52 18,,Telefon
23619,+47,62 95 66 16,,Telefon
23620,+47,62 83 37 05,,Telefon
23627,+47,810 01 300,,Telefon
23629,+47,23 36 59 50,,Telefon
23630,+47,22 22 29 84,,Telefon
23631,+47,22 35 65 83,,Telefon
23632,+47,22 64 79 46,,Telefon
23633,+47,23 43 27 80,,Telefon
23633,+47,23 43 27 82,avd.leder,Telefon
23634,+47,22 76 12 60,,Telefon
23635,+47,23 43 27 60,,Telefon
23636,+47,23 43 27 90,,Telefon
23638,+47,22 70 96 60,,Telefon
23639,+47,22 10 45 95,,Telefon
23640,+47,62 45 77 75,,Telefon
23641,+47,62 43 40 93,,Telefon
23642,+47,62 48 90 47,,Telefon
23643,+47,62 45 92 95,,Telefon
23644,+47,62 97 82 50,,Telefon
23645,+47,22 10 21 10,,Telefon
23646,+47,23 47 90 12,,Telefon
23647,+47,23 38 43 00,,Telefon
23653,+47,67 11 69 00,,Telefon
23654,+47,63 88 01 82,,Telefon
23655,+47,63 92 01 23,,Telefon
23656,+47,63 91 12 70,,Telefon
23657,+47,66 81 50 50,,Telefon
23658,+47,64 91 49 10,,Telefon
23659,+47,64 98 00 90,,Telefon
23660,+47,66 90 96 52,,Telefon
23660,+47,66 90 96 56,,Telefon
23661,+47,66 10 72 20,,Telefon
23662,+47,64 90 64 60,,Telefon
23663,+47,67 93 44 00,,Telefon
23664,+47,66 96 45 90,,Telefon
23665,+47,63 83 50 00,,Telefon
23666,+47,63 82 53 68,,Telefon
23667,+47,64 96 23 72,,Telefon
23669,+47,64 99 21 90,,Telefon
23670,+47,66 10 60 05,,Telefon
23671,+47,66 10 53 19,,Telefon
23672,+47,67 07 13 24,,Telefon
23673,+47,64 84 33 80,,Telefon
23674,+47,66 10 82 00,biblioteksjef,Telefon
23674,+47,66 10 82 04,,Telefon
23675,+47,62 33 64 90,,Telefon
23676,+47,62 94 77 83,,Telefon
23677,+47,62 50 82 00,,Telefon
23678,+47,69 81 92 27,,Telefon
23679,+47,69 37 50 60,,Telefon
23680,+47,69 29 50 28,,Telefon
23682,+47,62 46 84 23,,Telefon
23683,+47,62 46 24 31,biblioteksjef,Telefon
23683,+47,62 46 46 08,,Telefon
23688,+47,55 55 33 33,,Telefon
23689,+47,55 55 33 33,,Telefon
23691,+47,55 55 33 33,,Telefon
23692,+47,55 55 33 33,,Telefon
23693,+47,69 70 23 60,,Telefon
23694,+47,45 29 82 54,,Telefon
23694,+47,69 81 05 00,,Telefon
23695,+47,69 26 44 20,,Telefon
23695,+47,69 26 44 23,skranke,Telefon
23696,+47,69 80 62 80,,Telefon
23697,+47,69 83 36 00,,Telefon
23698,+47,69 38 34 00,,Telefon
23699,+47,23 43 29 00,,Telefon
23700,+47,69 19 97 50,,Telefon
23701,+47,69 92 46 11/13,,Telefon
23702,+47,69 22 56 55,,Telefon
23703,+47,92 43 15 54,,Telefon
23704,+47,69 17 47 70,,Telefon
23704,+47,69 17 47 72,info.,Telefon
23705,+47,69 82 44 70,,Telefon
23706,+47,69 24 83 50,,Telefon
23708,+47,55 55 33 33,,Telefon
23709,+47,55 55 33 33,,Telefon
23710,+47,55 55 33 33,,Telefon
23712,+47,74 73 23 50,,Telefon
23712,+47,75 42 64 04,,Telefon
23713,+47,55 55 33 33,,Telefon
23714,+47,75 42 64 04,for arbeidsgivere,Telefon
23714,+47,800 33 166,for arbeidssøkere,Grønt nummer
23724,+47,55 55 33 33,,Telefon
23727,+47,55 55 33 33,,Telefon
23728,+47,55 55 33 33,,Telefon
23729,+47,55 55 33 33,,Telefon
23732,+47,55 55 33 33,,Telefon
23734,+47,55 55 33 33,,Telefon
23739,+47,55 55 33 33,,Telefon
23748,+47,55 55 33 33,,Telefon
23750,+47,55 55 33 33,,Telefon
23753,+47,55 55 33 33,,Telefon
23754,+47,55 55 33 33,,Telefon
23759,+47,55 55 33 33,,Telefon
23760,+47,55 55 33 33,,Telefon
23763,+47,55 55 33 33,,Telefon
23773,+47,55 55 33 33,,Telefon
23775,+47,52 04 83 76,,Telefon
23775,+47,55 55 33 33,,Telefon
23777,+47,55 55 33 33,,Telefon
23782,+47,55 55 33 33,,Telefon
23783,+47,55 55 33 33,,Telefon
23789,+47,55 55 33 33,,Telefon
23791,+47,55 55 33 33,,Telefon
23794,+47,37 41 90 50,,Telefon
23795,+47,55 55 33 33,,Telefon
23804,+47,55 55 33 33,,Telefon
23807,+47,55 55 33 33,,Telefon
23808,+47,55 55 33 33,,Telefon
23811,+47,55 55 33 33,,Telefon
23812,+47,55 55 33 33,,Telefon
23816,+47,55 55 33 33,,Telefon
23818,+47,55 55 33 33,,Telefon
23820,+47,55 55 33 33,,Telefon
23821,+47,55 55 33 33,,Telefon
23822,+47,55 55 33 33,,Telefon
23825,+47,55 55 33 33,,Telefon
23828,+47,55 55 33 33,,Telefon
23829,+47,55 55 33 33,,Telefon
23834,+47,55 55 33 33,,Telefon
23835,+47,55 55 33 33,,Telefon
23836,+47,55 55 33 33,,Telefon
23838,+47,55 55 33 33,,Telefon
23841,+47,55 55 33 33,,Telefon
23842,+47,55 55 33 33,,Telefon
23844,+47,53 04 61 10,,Telefon
23846,+47,53 04 00 00,,Telefon
23847,+47,55 55 33 33,,Telefon
23850,+47,55 55 33 33,,Telefon
23854,+47,55 55 33 33,,Telefon
23855,+47,55 55 33 33,,Telefon
23856,+47,55 55 33 33,,Telefon
23857,+47,61 41 77 00,,Telefon
23860,+47,55 55 33 33,,Telefon
23862,+47,55 55 33 33,,Telefon
23863,+47,55 55 33 33,,Telefon
23870,+47,55 55 33 33,,Telefon
23876,+47,55 55 33 33,,Telefon
