vurderingid;created;nettstednavn;url;poeng;maxpoeng;snittprosent;stjerner;tilgang_poeng;tilgang_maxpoeng;brukertilpass_poeng;brukertilpass_maxpoeng;nyttig_poeng;nyttig_maxpoeng
16745;10/16/2011 15:22:12;NILU - Norsk institutt for luftforskning;http://www.nilu.no;45;93;48;3;5;28;19;30;21;35
16766;10/17/2011 19:24:35;NINA - Norsk institutt for naturforskning;http://www.nina.no;48;93;52;3;6;28;22;30;20;35
15003;08/18/2011 14:29:34;Nissedal kommune;http://www.nissedal.kommune.no;54;93;58;4;13;28;21;30;20;35
16315;10/05/2011 13:39:00;Nittedal kommune;http://www.nittedal.kommune.no/;60;93;65;4;16;28;20;30;24;35
16878;10/20/2011 14:22:39;NIVA - Norsk institutt for vannforskning;http://www.niva.no/;85;93;91;6;27;28;28;30;30;35
15351;08/31/2011 15:35:44;Nome kommune;http://www.nome.kommune.no/;51;93;55;3;21;28;15;30;15;35
15040;08/20/2011 13:49:09;Nord-Aurdal kommune;http://www.nord-aurdal.kommune.no/;58;93;62;4;21;28;20;30;17;35
17174;10/24/2011 12:12:27;Norddal kommune;http://www.norddal.kommune.no/;60;93;65;4;22;28;17;30;21;35
16317;10/05/2011 15:24:33;Nord-Fron kommune;http://www.nord-fron.kommune.no/;71;93;76;5;21;28;19;30;31;35
15805;09/19/2011 20:48:07;Nordkapp kommune;http://www.nordkapp.kommune.no;55;93;59;4;14;28;20;30;21;35
16325;10/05/2011 19:48:03;Nordland fylkeskommune;http://www.nfk.no/;44;93;47;3;12;28;16;30;16;35
16883;10/20/2011 14:46:50;Nordlandssykehuset HF;http://www.nordlandssykehuset.no;48;93;52;3;14;28;20;30;14;35
16335;10/06/2011 09:52:15;Nord-Odal kommune;http://www.nord-odal.kommune.no/;48;93;52;3;13;28;13;30;22;35
16337;10/06/2011 11:10:13;Nordre Land kommune;http://www.nordre-land.kommune.no/;67;93;72;5;21;28;20;30;26;35
15576;09/12/2011 12:55:59;Nordreisa kommune;http://www.nordreisa.kommune.no;64;93;69;4;22;28;17;30;25;35
16347;10/06/2011 13:55:53;Nord-Trøndelag fylkeskommune;http://www.ntfk.no/;49;93;53;3;16;28;21;30;12;35
15043;08/20/2011 14:04:50;Nore og Uvdal kommune;http://www.nore-og-uvdal.kommune.no/;54;93;58;4;17;28;13;30;24;35
16775;10/18/2011 07:53:22;Norge.no;http://www.norge.no;59;93;63;4;17;28;20;30;22;35
16688;10/14/2011 12:30:58;Norges Bank;http://www.norges-bank.no/;70;93;75;5;19;28;26;30;25;35
16825;10/19/2011 09:49:21;Norges forskningsråd;http://www.forskningsradet.no/;65;93;70;5;14;28;27;30;24;35
16736;10/15/2011 19:42:56;Norges Handelshøyskole;http://www.nhh.no/;52;93;56;3;16;28;17;30;19;35
16855;10/20/2011 11:11:58;Norges Høyesterett;http://www.hoyesterett.no/;54;93;58;4;10;28;21;30;23;35
16828;10/19/2011 11:57:38;Norges idrettshøgskole;http://www.nih.no/;62;93;67;4;15;28;23;30;24;35
16829;10/19/2011 11:57:43;Norges musikkhøgskole;http://www.nmh.no/;53;93;57;3;12;28;20;30;21;35
16755;10/17/2011 12:21:08;Norges veterinærhøgskole;http://www.veths.no/;51;93;55;3;14;28;15;30;22;35
16856;10/20/2011 11:12:21;Norsk Designråd;http://www.norskdesign.no;66;93;71;5;22;28;25;30;19;35
16857;10/20/2011 11:23:23;Norsk Form;http://www.norskform.no;62;93;67;4;21;28;23;30;18;35
16858;10/20/2011 11:24:02;Norsk kulturråd;http://www.kulturrad.no/;48;93;52;3;13;28;12;30;23;35
16585;10/12/2011 14:23:57;Norsk pasientskadeerstatning;http://www.npe.no/;39;93;42;2;8;28;16;30;15;35
15048;08/20/2011 14:06:11;Notodden kommune;http://www.notodden.kommune.no/;62;93;67;4;20;28;16;30;26;35
16589;10/12/2011 15:39:47;NOVA - Norsk institutt for forskning om oppvekst, velferd og;http://www.nova.no/;51;93;55;3;12;28;25;30;14;35
17056;10/22/2011 13:29:42;NSB - Norges Statsbaner;http://www.nsb.no/;64;93;69;4;20;28;22;30;22;35
16859;10/20/2011 11:49:32;NTNU - Norges teknisk-naturvitenskapelige universitet;http://www.ntnu.no;67;93;72;5;21;28;19;30;27;35
16616;10/13/2011 12:51:02;NUPI - Norsk utenrikspolitisk institutt;http://www.nupi.no/;75;93;81;6;22;28;27;30;26;35
16622;10/13/2011 14:39:20;NVE - Norges vassdrags- og energidirektorat;http://www.nve.no/;75;93;81;6;22;28;22;30;31;35
16977;10/21/2011 18:11:08;Nærings- og handelsdepartementet;http://www.regjeringen.no/nb/dep/nhd;72;93;77;5;23;28;26;30;23;35
16349;10/06/2011 15:35:54;Nærøy kommune;http://www.naroy.kommune.no/;42;93;45;3;12;28;14;30;16;35
16350;10/06/2011 18:31:54;Nøtterøy kommune;http://www.notteroy.kommune.no/;56;93;60;4;16;28;14;30;26;35
16351;10/06/2011 19:57:57;Odda kommune;http://www.odda.kommune.no/;53;93;57;3;17;28;16;30;20;35
17005;10/21/2011 22:00:25;Olje- og energidepartementet;http://www.regjeringen.no/nb/dep/oed;66;93;71;5;24;28;24;30;18;35
17035;10/22/2011 10:22:50;Oljedirektoratet;http://www.npd.no;56;93;60;4;12;28;24;30;20;35
16355;10/07/2011 08:55:56;Oppdal kommune;http://www.oppdal.kommune.no/;58;93;62;4;17;28;20;30;21;35
16366;10/07/2011 10:40:53;Oppegård kommune;http://www.oppegard.kommune.no/;63;93;68;4;20;28;19;30;24;35
16376;10/07/2011 12:49:42;Oppland fylkeskommune;http://www.oppland.no;63;93;68;4;22;28;21;30;20;35
16386;10/07/2011 14:47:53;Orkdal kommune;http://www.orkdal.kommune.no;59;93;63;4;16;28;18;30;25;35
15791;09/19/2011 17:02:02;Os kommune (Hedmark);http://www.os.kommune.no/symfonios/portal.nsf/WebInterMainFrameset?OpenFrameset;54;93;58;4;13;28;20;30;21;35
17175;10/24/2011 12:35:54;Os kommune (Hordaland);http://www.os.hordaland.no/;75;93;81;6;24;28;24;30;27;35
15162;08/24/2011 15:08:10;Osen kommune;http://www.osen.kommune.no/;49;93;53;3;16;28;20;30;13;35
16395;10/07/2011 19:51:56;Oslo kommune;http://www.oslo.kommune.no/;68;93;73;5;12;28;25;30;31;35
16832;10/19/2011 14:51:44;Oslo Universitetssykehus HF;http://www.oslo-universitetssykehus.no;38;93;41;2;9;28;17;30;12;35
17185;10/25/2011 12:58:19;Osterøy kommune;http://www.osteroy.kommune.no/;57;93;61;4;22;28;18;30;17;35
15647;09/14/2011 13:51:58;Overhalla kommune;http://www.overhalla.kommune.no/;48;93;52;3;12;28;17;30;19;35
16873;10/20/2011 12:23:12;Pasientskadenemnda;http://www.pasientskadenemda.no;39;93;42;2;14;28;19;30;6;35
16834;10/19/2011 16:48:44;Patentstyret (Styret for det industrielle rettsvern);http://www.patentstyret.no;74;93;80;6;22;28;26;30;26;35
16898;10/20/2011 21:04:03;Pensjonstrygden for sjømenn;http://www.pts.no/;41;93;44;3;11;28;20;30;10;35
17098;10/22/2011 17:58:26;Petroleumstilsynet;http://www.ptil.no/;61;93;66;4;18;28;25;30;18;35
16805;10/18/2011 21:03:19;Politidirektoratet;http://www.politi.no/;69;93;74;5;22;28;26;30;21;35
16396;10/07/2011 19:55:49;Porsanger kommune - Porsánjggu gielda - Porsangin komuuni;http://www.porsanger.kommune.no/;48;93;52;3;15;28;23;30;10;35
17066;10/22/2011 14:28:39;Porsgrunn kommune;http://www.porsgrunn.kommune.no/;85;93;91;6;22;28;29;30;34;35
16831;10/19/2011 13:12:54;Post- og teletilsynet;http://www.npt.no/;52;93;56;3;15;28;17;30;20;35
17205;10/26/2011 11:04:43;Psykiatrien i Vestfold HF;http://www.piv.no/filer/index.asp;47;93;51;3;16;28;19;30;12;35
16678;10/14/2011 08:47:06;Radøy kommune;http://www.radoy.kommune.no;73;93;78;5;21;28;23;30;29;35
16405;10/07/2011 22:03:56;Rakkestad kommune;http://www.rakkestad.kommune.no;66;93;71;5;19;28;20;30;27;35
16415;10/08/2011 08:36:57;Rana kommune;http://www.rana.kommune.no;60;93;65;4;16;28;19;30;25;35
15896;09/22/2011 15:24:15;Randaberg kommune;http://www.randaberg.kommune.no/;68;93;73;5;21;28;20;30;27;35
16425;10/08/2011 10:30:08;Rauma kommune;http://www.rauma.kommune.no;61;93;66;4;20;28;15;30;26;35
15355;08/31/2011 16:16:16;Re kommune;http://www.re.kommune.no/;60;93;65;4;22;28;15;30;23;35
16901;10/20/2011 22:07:14;Regelhjelp;http://www.regelhjelp.no;64;93;69;4;14;28;20;30;30;35
14997;08/18/2011 14:09:15;Rendalen kommune;http://www.rendalen.kommune.no/;27;93;29;1;7;28;9;30;11;35
16435;10/08/2011 12:46:36;Rennebu kommune;http://www.rennebu.kommune.no/;53;93;57;3;16;28;15;30;22;35
15898;09/22/2011 15:24:31;Rennesøy kommune;http://www.rennesoy.kommune.no/;53;93;57;3;15;28;19;30;19;35
16833;10/19/2011 15:30:57;Riksantikvaren;http://www.riksantikvaren.no/;63;93;68;4;21;28;23;30;19;35
16826;10/19/2011 09:50:37;Riksarkivet;http://www.arkivverket.no/;73;93;78;5;21;28;25;30;27;35
16802;10/18/2011 18:09:08;Rikskonsertene;http://www.rikskonsertene.no;48;93;52;3;13;28;18;30;17;35
16838;10/19/2011 22:05:24;Riksmeklingsmannen;http://www.riksmeklingsmannen.no;48;93;52;3;19;28;11;30;18;35
16874;10/20/2011 12:48:55;Riksrevisjonen;http://www.riksrevisjonen.no/;58;93;62;4;11;28;23;30;24;35
16801;10/18/2011 15:54:24;Riksteatret;http://www.riksteatret.no/;23;93;25;1;7;28;7;30;9;35
16868;10/20/2011 12:12:48;Rindal kommune;http://www.rindal.kommune.no;65;93;70;5;22;28;17;30;26;35
16445;10/08/2011 14:38:42;Ringebu kommune;http://www.ringebu.kommune.no/;55;93;59;4;18;28;10;30;27;35
16465;10/08/2011 19:28:35;Ringerike kommune;http://www.ringerike.kommune.no/;69;93;74;5;19;28;21;30;29;35
17148;10/23/2011 20:23:22;Ringsaker kommune;http://www.ringsaker.kommune.no;75;93;81;6;25;28;21;30;29;35
15315;08/30/2011 18:05:50;Rissa kommune;http://www.rissa.kommune.no;47;93;51;3;15;28;17;30;15;35
16466;10/08/2011 19:37:04;Risør kommune;http://www.risor.kommune.no/;47;93;51;3;14;28;17;30;16;35
15161;08/24/2011 15:07:48;Roan kommune;http://www.roan.kommune.no/;46;93;49;3;15;28;19;30;12;35
16485;10/09/2011 09:13:30;Rogaland fylkeskommune;http://www.rogaland.no/;56;93;60;4;14;28;23;30;19;35
15045;08/20/2011 14:05:25;Rollag kommune;http://www.rollag.kommune.no/;62;93;67;4;21;28;15;30;26;35
17126;10/23/2011 10:06:53;Rusbehandling Midt Norge HF;http://www.rus-midt.no;40;93;43;3;12;28;19;30;9;35
16487;10/09/2011 12:45:33;Rygge kommune;http://www.rygge.kommune.no/;72;93;77;5;22;28;22;30;28;35
16488;10/09/2011 14:50:54;Rælingen kommune;http://www.ralingen.kommune.no;59;93;63;4;17;28;22;30;20;35
16489;10/09/2011 16:22:48;Rødøy kommune;http://www.rodoy.kommune.no/;40;93;43;3;17;28;12;30;11;35
15800;09/19/2011 17:21:02;Rømskog kommune;http://www.romskog.kommune.no;50;93;54;3;17;28;18;30;15;35
15793;09/19/2011 17:02:58;Røros kommune;http://www.roros.kommune.no;50;93;54;3;12;28;19;30;19;35
15888;09/22/2011 15:02:17;Røst kommune;http://www.rost.kommune.no/;27;93;29;1;8;28;8;30;11;35
16495;10/10/2011 07:50:44;Røyken kommune;http://www.royken.kommune.no/;53;93;57;3;11;28;19;30;23;35
16507;10/10/2011 11:03:29;Røyrvik kommune;http://www.royrvik.kommune.no/;55;93;59;4;13;28;17;30;25;35
16511;10/10/2011 13:26:21;Råde kommune;http://www.rade.kommune.no/;70;93;75;5;20;28;19;30;31;35
17173;10/24/2011 11:19:11;Salangen kommune;http://www.salangen.kommune.no/;84;93;90;6;25;28;27;30;32;35
16517;10/10/2011 17:50:28;Saltdal kommune;http://www.saltdal.kommune.no/;33;93;35;2;12;28;12;30;9;35
16925;10/21/2011 12:19:47;Sametinget - Sámediggi;http://www.samediggi.no/;49;93;53;3;12;28;22;30;15;35
17006;10/21/2011 22:26:31;Samferdselsdepartementet;http://www.regjeringen.no/nb/dep/sd;70;93;75;5;22;28;26;30;22;35
16737;10/15/2011 19:43:29;Samisk høgskole - Sámi allaskuvla;http://www.samiskhs.no/;41;93;44;3;8;28;14;30;19;35
16525;10/10/2011 20:23:34;Samnanger kommune;http://www.samnanger.kommune.no;67;93;72;5;21;28;19;30;27;35
17097;10/22/2011 17:58:06;Samordna opptak;http://www.samordnaopptak.no;62;93;67;4;17;28;25;30;20;35
16535;10/11/2011 08:32:05;Sande kommune (Møre og Romsdal);http://www.sande-mr.kommune.no/;37;93;40;2;12;28;12;30;13;35
16550;10/11/2011 13:18:27;Sande kommune (Vestfold);http://www.sande-ve.kommune.no/;69;93;74;5;21;28;21;30;27;35
15359;08/31/2011 16:16:38;Sandefjord kommune;http://www.sandefjord.kommune.no;71;93;76;5;23;28;24;30;24;35
16553;10/11/2011 14:54:27;Sandnes kommune;http://www.sandnes.kommune.no/;65;93;70;5;21;28;21;30;23;35
16560;10/11/2011 19:56:33;Sandøy kommune;http://www.sandoy.kommune.no/;52;93;56;3;10;28;20;30;22;35
17136;10/23/2011 13:54:48;Sarpsborg kommune;http://www.sarpsborg.com/;70;93;75;5;23;28;24;30;23;35
15651;09/14/2011 13:56:36;Sauda kommune;http://www.sauda.kommune.no/;64;93;69;4;19;28;18;30;27;35
15350;08/31/2011 15:35:17;Sauherad kommune;http://www.sauherad.kommune.no;57;93;61;4;19;28;19;30;19;35
17036;10/22/2011 10:39:23;Sel kommune;http://www.sel.kommune.no/;76;93;82;6;26;28;24;30;26;35
15170;08/24/2011 15:22:21;Selbu kommune;http://www.selbu.kommune.no/;53;93;57;3;7;28;19;30;27;35
15709;09/16/2011 10:31:10;Selje kommune;http://www.selje.kommune.no;45;93;48;3;18;28;11;30;16;35
15001;08/18/2011 14:28:19;Seljord kommune;http://www.seljord.kommune.no;66;93;71;5;19;28;21;30;26;35
16785;10/18/2011 10:58:34;Seniorporten;http://www.seniorporten.no;60;93;65;4;17;28;22;30;21;35
16956;10/21/2011 14:59:32;SIFO - Statens institutt for forbruksforskning;http://www.sifo.no/;42;93;45;3;14;28;13;30;15;35
16565;10/12/2011 08:06:43;Sigdal kommune;http://www.sigdal.kommune.no;25;93;27;1;6;28;10;30;9;35
15257;08/27/2011 17:27:07;Siljan kommune;http://www.siljan.kommune.no/;68;93;73;5;14;28;24;30;30;35
16965;10/21/2011 16:30:51;SINTEF - Senter for industriell forskning;http://www.sintef.no/;55;93;59;4;7;28;24;30;24;35
15501;09/07/2011 13:59:06;Sirdal kommune;http://www.sirdal.kommune.no;41;93;44;3;9;28;17;30;15;35
15157;08/24/2011 15:04:45;SIU - Senter for internasjonalisering av utdanning;http://www.siu.no/;51;93;55;3;11;28;21;30;19;35
16975;10/21/2011 17:41:19;Sivilombudsmannen - Stortingets ombudsmann for forvaltningen;http://www.sivilombudsmannen.no/;67;93;72;5;23;28;25;30;19;35
16795;10/18/2011 13:09:27;Sjukehusapoteka Vest HF;http://www.sjukehusapoteka-vest.no;40;93;43;3;14;28;16;30;10;35
16987;10/21/2011 19:02:53;Sjøfartsdirektoratet;http://www.sjofartsdir.no/;70;93;75;5;18;28;25;30;27;35
16699;10/14/2011 21:12:04;Skattedirektoratet;http://www.skatteetaten.no/;76;93;82;6;26;28;23;30;27;35
16575;10/12/2011 09:50:00;Skaun kommune;http://www.skaun.kommune.no;53;93;57;3;14;28;18;30;21;35
16583;10/12/2011 13:27:59;Skedsmo kommune;http://www.skedsmo.kommune.no;59;93;63;4;16;28;21;30;22;35
16587;10/12/2011 15:11:06;Ski kommune;http://www.ski.kommune.no;64;93;69;4;20;28;21;30;23;35
15258;08/27/2011 17:27:37;Skien kommune;http://www.skien.kommune.no/;72;93;77;5;19;28;24;30;29;35
15801;09/19/2011 17:21:13;Skiptvet kommune;http://www.skiptvet.kommune.no;67;93;72;5;19;28;18;30;30;35
15579;09/12/2011 12:56:59;Skjervøy kommune;http://www.skjervoy.kommune.no/;58;93;62;4;21;28;18;30;19;35
16595;10/12/2011 20:20:58;Skjåk kommune;http://www.skjaak.kommune.no/;47;93;51;3;9;28;15;30;23;35
16579;10/12/2011 11:14:44;Skodje kommune;http://www.skodje.kommune.no/;61;93;66;4;23;28;16;30;22;35
15347;08/31/2011 15:24:38;Skånland kommune;http://www.skanland.kommune.no/;56;93;60;4;14;28;16;30;26;35
16869;10/20/2011 12:12:52;Smøla kommune;http://www.smola.kommune.no/;70;93;75;5;23;28;19;30;28;35
16605;10/13/2011 08:25:13;Snillfjord kommune;http://www.snillfjord.kommune.no/;59;93;63;4;13;28;23;30;23;35
16615;10/13/2011 10:39:09;Snåsa kommune;http://www.snasa.kommune.no/;56;93;60;4;12;28;17;30;27;35
16526;10/10/2011 22:33:23;Sogn og Fjordane fylkeskommune;http://www.sf-f.kommune.no/;46;93;49;3;9;28;13;30;24;35
15706;09/16/2011 10:29:03;Sogndal kommune;http://www.sogndal.kommune.no/;82;93;88;6;26;28;28;30;28;35
15699;09/16/2011 10:15:45;Sokndal kommune;http://www.sokndal.kommune.no;44;93;47;3;10;28;17;30;17;35
16617;10/13/2011 13:02:24;Sola kommune;http://www.sola.kommune.no/;76;93;82;6;27;28;23;30;26;35
15707;09/16/2011 10:29:08;Solund kommune;http://www.solund.kommune.no/;65;93;70;5;25;28;17;30;23;35
15548;09/11/2011 15:14:37;Songdalen kommune;http://www.songdalen.kommune.no/;70;93;75;5;24;28;20;30;26;35
16625;10/13/2011 16:09:18;Sortland kommune;http://www.sortland.kommune.no/;55;93;59;4;20;28;15;30;20;35
17046;10/22/2011 12:21:22;Språkrådet;http://www.sprakrad.no/;61;93;66;4;18;28;23;30;20;35
15798;09/19/2011 17:20:43;Spydeberg kommune;http://www.spydeberg.kommune.no/;67;93;72;5;19;28;19;30;29;35
16884;10/20/2011 14:47:26;St. Olavs Hospital HF;http://www.stolav.no;58;93;62;4;18;28;25;30;15;35
15796;09/19/2011 17:07:12;Stange kommune;http://www.stange.kommune.no/;59;93;63;4;15;28;17;30;27;35
17135;10/23/2011 13:26:43;Statens arbeidsmiljøinstitutt;http://www.stami.no/;40;93;43;3;10;28;18;30;12;35
17139;10/23/2011 16:33:21;Statens helsetilsyn;http://www.helsetilsynet.no/;68;93;73;5;23;28;28;30;17;35
17145;10/23/2011 18:40:34;Statens innkrevingssentral;http://www.statens-innkrevingssentral.no;27;93;29;1;7;28;9;30;11;35
17147;10/23/2011 19:56:25;Statens institutt for rusmiddelforskning;http://www.sirus.no/;60;93;65;4;12;28;25;30;23;35
17095;10/22/2011 17:30:22;Statens jernbanetilsyn;http://www.sjt.no/;62;93;67;4;19;28;26;30;17;35
17115;10/22/2011 20:56:09;Statens kartverk;http://www.statkart.no/;48;93;52;3;13;28;20;30;15;35
17149;10/23/2011 20:25:58;Statens landbruksforvaltning;http://www.slf.dep.no/;70;93;75;5;22;28;21;30;27;35
17116;10/22/2011 20:56:20;Statens legemiddelverk;http://www.legemiddelverket.no;48;93;52;3;15;28;18;30;15;35
17117;10/22/2011 20:56:44;Statens lånekasse for utdanning;http://www.lanekassen.no/;61;93;66;4;17;28;23;30;21;35
17085;10/22/2011 16:31:10;Statens Pensjonskasse;http://www.spk.no/;72;93;77;5;27;28;21;30;24;35
17096;10/22/2011 17:57:50;Statens råd for funksjonshemmede;http://www.srff.no/;50;93;54;3;17;28;16;30;17;35
17067;10/22/2011 14:31:51;Statens strålevern;http://www.nrpa.no/;60;93;65;4;15;28;24;30;21;35
17155;10/23/2011 21:21:46;Statens vegvesen;http://www.vegvesen.no;74;93;80;6;26;28;23;30;25;35
17158;10/23/2011 23:09:21;Statistisk sentralbyrå;http://www.ssb.no/;46;93;49;3;11;28;19;30;16;35
16505;10/10/2011 10:40:45;Statsbygg;http://www.statsbygg.no/;62;93;67;4;20;28;23;30;19;35
17167;10/24/2011 09:09:31;Statsministerens kontor;http://www.regjeringen.no/nb/dep/smk.html;78;93;84;6;24;28;28;30;26;35
16682;10/14/2011 08:49:56;Stavanger kommune;http://www.stavanger.kommune.no/;67;93;72;5;23;28;21;30;23;35
16636;10/13/2011 18:52:51;Steigen kommune;http://www.steigen.kommune.no/;47;93;51;3;15;28;21;30;11;35
16645;10/13/2011 20:12:43;Steinkjer kommune;http://www.steinkjer.kommune.no;85;93;91;6;25;28;27;30;33;35
15169;08/24/2011 15:22:09;Stjørdal kommune;http://www.stjordal.kommune.no/;58;93;62;4;12;28;18;30;28;35
15354;08/31/2011 16:16:12;Stokke kommune;http://www.stokke.kommune.no/;71;93;76;5;24;28;24;30;23;35
16686;10/14/2011 11:08:26;Stord kommune;http://www.stord.kommune.no;78;93;84;6;22;28;25;30;31;35
16691;10/14/2011 13:25:51;Stordal kommune;http://www.stordal.kommune.no;44;93;47;3;16;28;17;30;11;35
15007;08/18/2011 14:36:42;Stor-Elvdal kommune;http://www.stor-elvdal.kommune.no/;57;93;61;4;17;28;17;30;23;35
15577;09/12/2011 12:56:35;Storfjord kommune;http://www.storfjord.kommune.no/;63;93;68;4;19;28;23;30;21;35
16666;10/14/2011 00:33:02;Stortinget;http://www.stortinget.no;83;93;89;6;26;28;28;30;29;35
15654;09/14/2011 13:57:31;Strand kommune;http://www.strand.kommune.no;78;93;83;6;19;28;25;30;34;35
16692;10/14/2011 14:47:38;Stranda kommune;http://www.stranda.kommune.no/;59;93;63;4;19;28;11;30;29;35
15712;09/16/2011 10:31:52;Stryn kommune;http://www.stryn.kommune.no;55;93;59;4;18;28;16;30;21;35
16696;10/14/2011 16:44:31;Sula kommune;http://www.sula.kommune.no;53;93;57;3;22;28;12;30;19;35
15652;09/14/2011 13:56:45;Suldal kommune;http://www.suldal.net/;77;93;83;6;22;28;24;30;31;35
16697;10/14/2011 18:35:07;Sund kommune;http://www.sund.kommune.no/;63;93;68;4;20;28;17;30;26;35
16958;10/21/2011 15:19:15;Sunnaas sykehus HF;http://www.sunnaas.no/;49;93;53;3;14;28;16;30;19;35
16870;10/20/2011 12:12:55;Sunndal kommune;http://www.sunndal.kommune.no/;71;93;76;5;23;28;20;30;28;35
16871;10/20/2011 12:12:59;Surnadal kommune;http://www.surnadal.kommune.no/;63;93;68;4;20;28;17;30;26;35
16698;10/14/2011 18:42:20;Sveio kommune;http://www.sveio.kommune.no;49;93;53;3;17;28;13;30;19;35
16695;10/14/2011 16:08:27;Svelvik kommune;http://www.svelvik.kommune.no/;67;93;72;5;21;28;19;30;27;35
16815;10/19/2011 09:05:15;Sykehusapotekene HF;http://www.sykehusapotekene.no;42;93;45;3;13;28;17;30;12;35
16797;10/18/2011 14:19:27;Sykehusapotekene i Midt-Norge HF;http://www.sykehusapoteket.no/;60;93;65;4;16;28;18;30;26;35
16798;10/18/2011 14:19:48;Sykehusapoteket Nord HF;http://www.sykehusapotek-nord.no/;47;93;51;3;14;28;21;30;12;35
16986;10/21/2011 18:57:52;Sykehuset i Vestfold HF;http://www.siv.no/;39;93;42;2;12;28;14;30;13;35
16995;10/21/2011 20:04:50;Sykehuset Innlandet HF;http://www.sykehuset-innlandet.no/;33;93;35;2;10;28;13;30;10;35
17025;10/22/2011 06:57:26;Sykehuset Telemark HF;http://www.sykehuset-telemark.no;39;93;42;2;13;28;16;30;10;35
17026;10/22/2011 08:15:23;Sykehuset Østfold HF;http://www.sykehuset-ostfold.no/;38;93;41;2;11;28;17;30;10;35
16690;10/14/2011 13:19:41;Sykkylven kommune;http://www.sykkylven.kommune.no;61;93;66;4;12;28;18;30;31;35
17037;10/22/2011 11:05:42;Sysselmannen på Svalbard;http://www.sysselmannen.no;58;93;62;4;21;28;20;30;17;35
15546;09/11/2011 15:13:08;Søgne kommune;http://www.sogne.kommune.no;80;93;86;6;24;28;27;30;29;35
15582;09/12/2011 13:20:06;Sømna kommune;http://www.somna.kommune.no/;38;93;41;2;13;28;15;30;10;35
16687;10/14/2011 12:27:53;Søndre Land kommune;http://www.sondre-land.kommune.no;56;93;60;4;17;28;18;30;21;35
15041;08/20/2011 13:49:20;Sør-Aurdal kommune;http://www.sor-aurdal.kommune.no/;53;93;57;3;20;28;20;30;13;35
16685;10/14/2011 10:53:10;Sørfold kommune;http://www.sorfold.kommune.no;80;93;86;6;28;28;24;30;28;35
16455;10/08/2011 15:43:28;Sør-Fron kommune;http://www.sor-fron.kommune.no/;55;93;59;4;20;28;14;30;21;35
17028;10/22/2011 09:18:42;Sørlandet Sykehus HF;http://www.sshf.no/;35;93;38;2;8;28;16;30;11;35
16655;10/14/2011 00:25:08;Sør-Odal kommune;http://www.sor-odal.kommune.no/;69;93;74;5;16;28;23;30;30;35
16648;10/13/2011 22:34:01;Sørreisa kommune;http://www.sorreisa.kommune.no/;65;93;70;5;21;28;21;30;23;35
16679;10/14/2011 08:48:16;Sør-Trøndelag fylkeskommune;http://www.stfk.no;68;93;73;5;18;28;22;30;28;35
16647;10/13/2011 21:48:33;Sørum kommune;http://www.sorum.kommune.no/;91;93;98;6;28;28;29;30;34;35
16646;10/13/2011 20:47:59;Sør-Varanger kommune;http://www.sor-varanger.kommune.no;59;93;63;4;21;28;17;30;21;35
15892;09/22/2011 15:09:21;Tana kommune - Deanu gielda;http://www.tana.kommune.no;67;93;72;5;16;28;23;30;28;35
17075;10/22/2011 15:58:03;Teknologirådet;http://www.teknologiradet.no/;59;93;63;4;14;28;21;30;24;35
16680;10/14/2011 08:48:46;Telemark fylkeskommune;http://www.telemark-fk.no/;43;93;46;3;10;28;16;30;17;35
16665;10/14/2011 00:32:33;Time kommune;http://www.time.kommune.no;60;93;65;4;22;28;15;30;23;35
16872;10/20/2011 12:13:02;Tingvoll kommune;http://www.tingvoll.kommune.no/;58;93;62;4;21;28;13;30;24;35
15044;08/20/2011 14:05:01;Tinn kommune;http://www.tinn.kommune.no;56;93;60;4;19;28;15;30;22;35
15348;08/31/2011 15:24:59;Tjeldsund kommune;http://www.tjeldsund.kommune.no/;40;93;43;3;16;28;16;30;8;35
15358;08/31/2011 16:16:34;Tjøme kommune;http://www.tjome.kommune.no/;72;93;77;5;21;28;20;30;31;35
16635;10/13/2011 18:04:14;Tokke kommune;http://www.tokke.kommune.no/;45;93;48;3;13;28;11;30;21;35
14998;08/18/2011 14:09:54;Tolga kommune;http://www.tolga.kommune.no/;27;93;29;1;7;28;12;30;8;35
17146;10/23/2011 19:28:20;Toll- og avgiftsdirektoratet;http://www.toll.no/;60;93;65;4;20;28;25;30;15;35
15158;08/24/2011 15:04:59;Torsken kommune;http://www.torsken.kommune.no;51;93;55;3;21;28;17;30;13;35
15156;08/24/2011 15:04:42;Tranøy kommune;http://www.tranoy.kommune.no/;52;93;56;3;22;28;22;30;8;35
16681;10/14/2011 08:49:16;Troms fylkeskommune;http://www.tromsfylke.no/;53;93;57;3;15;28;18;30;20;35
16624;10/13/2011 16:06:04;Tromsø kommune;http://www.tromso.kommune.no;75;93;81;6;25;28;24;30;26;35
16623;10/13/2011 15:10:15;Trondheim kommune;http://www.trondheim.kommune.no/;83;93;89;6;22;28;28;30;33;35
15006;08/18/2011 14:35:56;Trysil kommune;http://www.trysil.kommune.no;63;93;68;4;17;28;20;30;26;35
16621;10/13/2011 14:13:24;Træna kommune;http://www.trana.kommune.no/;34;93;37;2;11;28;13;30;10;35
15799;09/19/2011 17:20:52;Trøgstad kommune;http://www.trogstad.kommune.no;62;93;67;4;17;28;19;30;26;35
